Index,Post,Trans,Label,Type
12001,"**Армии РФ, если что, больше не существует😏

**Не мы говорим, русаки говорят.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","The Russian army, if anything, no longer exists.

We don't talk, the Rusaks talk.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
12002,"**Тем временем российские пропагандисты разводят ""зраду"" и смеются над своей армией

**Красота.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","Meanwhile, Russian propagandists are breeding Zrada and laughing at their army

It's beautiful.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
12003,"⚡️**Ким анонсирует хорошие новости с юга и доп ПВО

**Ждём.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","нс️**Kim announces good news from south and dop air defense

Wait.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
12004,"**""НАТО наступает"":ССО и Иностранный легион на Хамвиках штурмуют оккупированную деревню😏

**Последнее видео — работа оператора 30-мм пушки на БТР-4 во время штурма российских позиций в Харьковской области.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","** ""NATO is coming"": SSO and Foreign Legion in Hamwicki storm the occupied village

**The last video is the work of the operator of a 30-mm cannon on the BTR-4 during the assault on Russian positions in the Kharkiv region.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
12005,"❗️**Уникальные кадры уличного боя в центре Балаклеи

**Бойцы ССО показали уличный контакт с противником при зачистке города. В результате боя был уничтожен штаб русни, 1 тигр, 2 машины противника и десяток оккупантов.

Видео: @dobrik_live

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","ого️** Unique footage of street fighting in the center of Balakleya

**SSO fighters showed street contact with the enemy during the clearing of the city. As a result of the battle, the Rusni headquarters, 1 tiger, 2 enemy vehicles and a dozen occupiers were destroyed.

Video: @dobrik_live

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
12006,"❗️**ВСУ прорвали оборонительные порядки 20 мсд ВС РФ под Посад-Покровским (30 км от Херсона),** — сообщают российские военкоры

ВСУ ведут наступление.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","ки️** AFU broke through the defensive formations of 20 msd of the Russian Armed Forces near Posad-Pokrovsky (30 km from Kherson),** — reported Russian military officers

AFU is on the offensive.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
12007,"**Вот как встречают наших солдат жители Харьковщины. Эти люди были в оккупации долгие месяцы, а сейчас они вышли с украинскими флагами к нашим бойцам

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**This is how the people of Kharkiv meet our soldiers. These people were under occupation for many months, and now they came out with Ukrainian flags to our fighters.

**[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
12008,"⚡️**Балаклея. Центр города. Наши бойцы у здания горсовета

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",".️** Balakleya. Downtown. Our fighters at the City Council building

**[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
12009,"**Вы не понимаете, сдача Балаклеи, Шевченково и ещё как минимум 18 населённых пунктов — это всё по плану🤡

**Рашисты такие смешные.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**You do not understand, the surrender of Balaklia, Shevchenkovo and at least 18 other settlements is all according to plan.

Rockies are so funny.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
12010,"**Так выглядит штурм позиций русни нашими бойцами 

**На этом фрагменте наши въезжают на HMMWV и накрывают огнем российские позиции из крупнокалиберного пулемета, после чего высаживаются из транспорта и начинают ""зачистку"".

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**This is what our soldiers are doing.

** On this fragment, ours enter the HMMWV and cover the Russian positions with fire from a large-caliber machine gun, after which they disembark from the transport and begin “cleaning up”.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
