Index,Post,Trans,Label,Type
18001,"ВПЕРЕД РОССИЯ! МЫ ВСЕ ДЕЛАЕМ ПО-ЧЕСТНОМУ, МЫ АБСОЛЮТНО ПРАВЫ!",,,
18002,"ДОНЕЦК. ЕХАЛ НОЧЬЮ ПО ПЕТРОВКЕ, УВИДЕЛ, КАК ГОРЯТ ДОМА. УКРАИНСКАЯ АРТИЛЛЕРИЯ БЬЕТ НЕ ОСТАНАВЛИВАЯСЬ ПО РАЗНЫМ УЛИЦАМ. 

Никакой схемы. ВСУ просто пытаются «кошмарить» город: несколько снарядов в Калининский район, несколько в Киевский, Куйбышевский, Ленинский… 

Такое впечатление, что напоследок бандеровцы хотят как можно больше убить и разрушить. 

          А их гонят, гонят от города. Военные сами говорят: наша выгода в движении. Мы сбиваем их с насиженных позиций, и мы и они действуем с чистого листа, но инициатива наша.",,,
18003,"«ДЕМОКРАТАМ» ИЗ РОССИИ  ОТ УКРАИНЦА ИЗ ЕВРОПЫ. 

По поводу правильности или неправильности решения на проведение СВО: 

 «Когда бандеровцы придут вас спасать от Путина - вам пи…».  

https://t.me/OpenUkraine/26472",,,
18004,"УКРАИНСКИЕ АРТИЛЛЕРИСТЫ И ПРАВОСЛАВИЕ. МОЖНО ЛИ ПРОЩАТЬ УБИЙЦ С ТОЧКИ ЗРЕНИЯ НАШЕЙ ВЕРЫ? 
 
Донецк, Бакинская площадь, место сегодняшней гибели тринадцати мирных жителей. Тихие торговые ряды, а ещё утром бойкое место. 

Теперь – Знамя с ликом Христа, зажжённые свечи прямо на прилавке «Шаурмы». И люди, которые несут цветы. Погибшим близким, друзьям, знакомым… Шум «болгарки» - рабочие уже устанавливают заграждения на изуродованный взрывом магазин «Джем».
 
Меня волновала мысль: прощать или не прощать украинских убийц, с точки зрения нашей веры? По православию надо бы простить, но столько преступлений, столько убийств невиновных людей… Вот, что сказали батюшки:
 
Отец Роман: «Простить можно только того, кто просит прощения. Не заведомо всех убийц и насильников. А когда у человека покаяние, тогда можно и подумать о прощении. А пока никто прощения не просит, что об этом думать».

Отец Дионисий: «Простить-значит остановить».
 
Их надо остановить.",,,
18005,"НЕУЖЕЛИ ЭТО БЫЛА ПОСЛЕДНЯЯ КАПЛЯ В МОРЕ КРОВИ РУССКОГО НАРОДА НА УКРАИНЕ? 

ЛНР освобождена полностью, за ДНР, я так понимаю, сейчас возьмутся плотней. Хотя наши ребята и так, изо всех сил, пробиваются вперед. 

https://t.me/bbbreaking/135651

https://t.me/dimsmirnov175/37803

https://t.me/margaritasimonyan/12080",,,
18006,"Часть 3. 

​
«Ещё хуже дела обстоят с наведением авиации, если речь идёт не о плановых целях, а о выполнении задач непосредственной поддержки войск. Авианаводчик хорошо, если есть в бригаде. Грамотного, скорее всего,  нет».
 
Блин, ОБУшник (офицер боевого управления) это, на всякий случай, отдельная профессия, часто эти обязанности возлагают на лётчиков, не вывозящих ВЛК. Их списывают и отправляют в пехоту или в ВДВ авианаводчиками. Обычно, они с разведгруппами ходят в самое пекло.
 
«В итоге, наш солдат часто не получает той огневой поддержки, которую должен был бы. Но что у вероятного противника? А там рассматривается вопрос о том, что в ходе реформ в каждом отделении корпуса морской пехоты США замкомандира отделения будет полноценным артиллерийским и авиа-наводчиком. А самому командиру будет придан боец оператор электронных систем отделения с дроном, планшетом (и роботами в будущем). Подчеркиваю, это уровень стрелкового отделения, которое сможет, действуя автономно получать полноценную поддержку огнём и само вести разведку»!
 
Стоп! А вот тут ни много ни мало речь идёт о кадровой революции. На взвод пехоты (мотострелков) аж три авианаводчика (он же арткорректировщик). Вы знаете… А я за. У нас и так взаимодействие видов и родов войск хромает, так может рождение вот такой ВУС (военно-учётной специальности, по-граждански – профессии) решит вопрос, хотя бы «дружественного огня» (случайная стрельба по своим), ну и более качественного управления огнём.
 
Единственное, чтоб не создавать такую длинную цепь передачи команды (корректировщик взвода – комбат – начальник артиллерии части – огневая артиллерийская позиция) может быть изобрести для Российской армии такой аппарат, чтоб навести его на цель, и координаты сразу улетят на огневую, чтоб огонь открывали через минуту после обнаружения цели.

Если кто-то скажет: да у нас такие чудо-бинокли есть, так я спрошу, **а где ж тогда они**?",,,
18007,"Часть 2. 

«Но как происходит управление артиллерией, хоть старой, хоть суперсовременной? Для этого у нас к батальонам прикрепляют артиллеристов и разведчиков, которые умеют превратить комбатское ""вот туда навалите сильнее"" в координаты, поправки, установки и прочую математику. Делают они это с помощью линейки и таблиц или с помощью баллистических компьютеров и лазерных дальномеров, но это именно так. Но и комбат, не на учениях, стоя в ""стекляшке"", а в бою, сам видит далеко не всё и прикреплённый к нему артиллерист тем более».
 
Ну… Прикреплённых к каждому батальону «артиллеристов и разведчиков» я не видал. Возможно, вследствие нечастого нахождения во время боя на батальонном КП.
 
«А умение давать чёткие данные для огня в ротах, взводах, а тем более отделениях, есть далеко не всегда. Хорошо, если на месте бывший разведчик, пошедший на повышение в пехоту, который действительно может корректировать свои миномёты. А если нет? Это я молчу о том, что внизу не так много средств разведки и наблюдения, для таких вещей. Так мы теряем в ответственные моменты своё главное преимущество, в плотном и гибком огне артиллерии».
 
А у нас в общевойсковых или танковых (ВУС один и тот же) училищах есть такой серьёзный предмет, как артиллерийская корректировка? СпН точно в силах это делать, пехота… Возможно, да, но я склоняюсь к варианту «Ближе сто!!!» «Севернее триста!!!».
 ",,,
18008,"СВО, «АРТИЛЛЕРИЙСКОГО КОРРЕКТИРОВЩИКА В КАЖДЫЙ ВЗВОД!» ЕСЛИ ВНИКНУТЬ В ОКОЛОВОЕННЫЮ СРЕДУ, К КОТОРЫМ, БЕЗУСЛОВНО, ОТНОСЯТСЯ ПОЛЕВЫЕ ЖУРНАЛИСТЫ И БЛОГЕРЫ, МОЖНО ПОНЯТЬ, НАСКОЛЬКО ЖАРКО В ЭТОЙ СРЕДЕ ОБСУЖДАЮТ ПРОИСХОДЯЩЕЕ. ПАРУ СЛОВ ОБ УЧАСТИИ АРТИЛЛЕРИИ.
 
Часть 1. 

Давайте так, в кавычках – блогерское, без кавычек моё. С предоставленным мнением могу не соглашаться, но за реальность его происхождения отвечаю.
 
«Наша армия, несмотря на разные исторические периоды и попытки менять эту ситуацию, была и остаётся артиллерийской. Более того, она не просто артиллерийская, но со времён ВОВ ставка сделана на количество стволов, т.е. плотность огня на километре фронта».
 
Да, есть такое, мы не всегда можем точно попасть, поэтому часто стреляем много, до попадания. Управляемых снарядов «Краснополей» не так много и средств наведения («Орлан-30») ещё меньше.
 ",,,
18009,"НЕДЕЛЯ ЕДВА НАЧАЛАСЬ, А В ДНР ТАКИЕ ПОТЕРИ, 16 ПОГИБШИХ. 

Предупредить артналет невозможно. Звук летит вместе со снарядом, моментально выстрел и разрыв, не успеешь заскочить в подъезд или в подвал. 

Удары наносятся по скоплению мирных людей, по рынкам и торговым рядам. Цель совершенно террористическая - запугать народ, вызвать панику. 


https://t.me/pushilindenis/2675",,,
18010,"18+
НА БАКИНСКОЙ 
ПЛОЩАДИ ДОНЕЦКА БОЛЬШАЯ ТРАГЕДИЯ. 

Предварительно тринадцать погибших мирных жителей, прямое попадание 155мм снаряда НАТО в магазин «Джем». 

Все свои кадры показывать не буду, они ужасны. Разорванные тела, фрагменты тел на сотни метров. 

Российская и республиканская прокуратуры тут же организовали работу. Трудно определить число погибших, много разорванных тел.
**
Ни одного пострадавшего военного.**",,,
