Index,Post,Trans,Label,Type
34001,"В Донецке после прилета украинского снаряда горит здание железнодорожного вокзала.

@voenkorKotenok",,,
34002,"Удивительно, но появившаяся в сети информация о том, что Северная Македония тайно передала Киеву 4 штурмовика Су-25, которые с 2004 г. были на консервации, вызвала скорее негатив в украинском сегменте соцсетей. 

Привыкшие к американским ""подгонам"" нацисты возмущаются, что им посмели передать ""старьё"", которое вдобавок еще и простояло 18 лет в нерабочем состоянии. 

Но я бы на их месте переживал по другому поводу. Изначально эти самолёты и были украинскими, Македония купила их в 2001 г. А что такое техника с украинских складов — рассказывать не нужно.

@voenkorKotenok",,,
34003,"**Сводка МО РФ от 5 августа 2022 г. Главное:

**— В районе н.п. Новоивановка (Запорожская область) уничтожено до 150-ти боевиков, две американские гаубицы М777 и до 1,5 тыс. боеприпасов к ним, шесть гаубиц «Мста-Б», восемь артиллерийских орудий, около 350-ти снарядов для РСЗО «Град», а также семь БПЛА;
— Оперативно-тактической и армейской авиацией, ракетными войсками и артиллерией поражены 187 объектов, в т.ч. четыре пункта управления;
— В районе н.п. Константиновка и Артемовск (ДНР) уничтожены два склада ракетно-артиллерийского вооружения и боеприпасов;
— В ходе контрбатарейной борьбы подавлены три взвода гаубиц Д-30 и взвод РСЗО ""Град"";
— Сбиты пять украинских БПЛА;
— Перехвачены три баллистические ракеты «Точка-У».

@voenkorKotenok",,,
34004,"Обстрел Донецка продолжается. В Куйбышевском районе ранены два мирных жителя, в т.ч. ребёнок. В Кировском районе — прилёты. Также бьют по Ясиноватой. Работает 152-мм артиллерия.

@voenkorKotenok",,,
34005,"**Алан Лушников: «Так сложилось исторически, что «Калашников» хорошо понимает работу тактического звена в современной войне»**

📹 Президент концерна «Калашников» Алан Лушников рассказал, как предприятие работает в условиях специальной военной операции и каким образом помогает государству обеспечивать эффективное противодействие угрозам.",,,
34006,"**__На направлении н.п. Пески и севернее — к Авдеевке 

__**Противник отходит на вторую линию позиций, где усиливается подразделениям ДУК «Правый сектор», отдельными аэромобильными батальонами и аэромобильной бригадой. 

После провала под Донецком они усиливаются артиллерией. Позиции они теряют. Мы их поджимаем крепко, и они пытаются перегруппироваться. 

Наши обживаются в районе шахты Бутовка. 75% н.п. Пески — за нами. Вышли к Авдеевке. Давим. Не исключаю, что Авдеевку будем брать в кольцо. 

В последние дни пошли раненые, в основном осколочные и контузии. Нужны нормальные средства индивидуальной защиты. Ладно изношенные стволы, это еще полбеды. Нормальных шлемов нет, есть еще советские каски-«котелки» и невероятно тяжелая безкевларовая «броня»: то есть, тряпка и металлические пластины. Это уже прошлый век и не работает. Нужен кевлар, современные бронежилеты, хотя бы «Ратник» или «Пермячка».   

@voenkorKotenok",,,
34007,"Прилёты в Куйбышевском районе — обстреляна больница. Есть пострадавшие.

@voenkorKotenok",,,
34008,"⚡️В Петровском районе после украинского обстрела вновь рассыпаны мины ""Лепесток"". В этой связи напоминаю про инструкцию от МЧС ДНР.

@voenkorKotenok",,,
34009,"Тем временем Арестович нашел новую причину, почему ВСУ никак не могут перейти в наступление. Всё дело в том, что Иран якобы передал России 46 беспилотников (у Люськи даже есть точные цифры!), и Русская Армия уже применяет их в боевых действиях.

@voenkorKotenok",,,
34010,"**__Позывной «Карим»: «World of tanks» отдыхает». Меня выкинуло из танка при детонации бк» 
__**«Карим» — ветеран ополчения Донбасса — о боевых действиях в Волновахе и под Мариной, где танки сносили позиции противника «Ноль». «Карима» выбросило из танка при детонации бк, он выжил, мехов и командир — нет.  
Подписываетесь на [«Бастион»](https://bastyon.com/index?v=3eabf4852005032bfea13912e3fd658d5d0ef6822533813dd666ade6c3342820&video=1&ref=PARV591XENALBB5ApkR7WcQPhEZtLHfi2A)!

Видео на [YouTube](https://www.youtube.com/watch?v=LICSMElmN24), в [ВК](https://vk.com/video/@id184378107?z=video184378107_456246271/pl_184378107_-2), на [Одноклассниках](https://ok.ru/video/3609491868289), в [RUTUBE](https://rutube.ru/video/27e7d6a19706419df309c04b1f62a1c7/).

@voenkorKotenok",,,
