Index,Post,Trans,Label,Type
12001,"**Армии РФ, если что, больше не существует😏

**Не мы говорим, русаки говорят.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,
12002,"**Тем временем российские пропагандисты разводят ""зраду"" и смеются над своей армией

**Красота.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,
12003,"⚡️**Ким анонсирует хорошие новости с юга и доп ПВО

**Ждём.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,
12004,"**""НАТО наступает"":ССО и Иностранный легион на Хамвиках штурмуют оккупированную деревню😏

**Последнее видео — работа оператора 30-мм пушки на БТР-4 во время штурма российских позиций в Харьковской области.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,
12005,"❗️**Уникальные кадры уличного боя в центре Балаклеи

**Бойцы ССО показали уличный контакт с противником при зачистке города. В результате боя был уничтожен штаб русни, 1 тигр, 2 машины противника и десяток оккупантов.

Видео: @dobrik_live

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,
12006,"❗️**ВСУ прорвали оборонительные порядки 20 мсд ВС РФ под Посад-Покровским (30 км от Херсона),** — сообщают российские военкоры

ВСУ ведут наступление.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,
12007,"**Вот как встречают наших солдат жители Харьковщины. Эти люди были в оккупации долгие месяцы, а сейчас они вышли с украинскими флагами к нашим бойцам

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,
12008,"⚡️**Балаклея. Центр города. Наши бойцы у здания горсовета

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,
12009,"**Вы не понимаете, сдача Балаклеи, Шевченково и ещё как минимум 18 населённых пунктов — это всё по плану🤡

**Рашисты такие смешные.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,
12010,"**Так выглядит штурм позиций русни нашими бойцами 

**На этом фрагменте наши въезжают на HMMWV и накрывают огнем российские позиции из крупнокалиберного пулемета, после чего высаживаются из транспорта и начинают ""зачистку"".

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,
12011,"**Центр Балаклеи. ВСУ установили украинский флаг

**Покажите фото всем руснявым пропагандонам, которые говорили, что наши только на окраинах города.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,
