Index,Post,Trans,Label,Type
32001,"В результате обстрела поселка Червоный Прапор укронацистами убиты пять сотрудников МЧС и аварийных служб ЛНР. Еще девять человек ранены.

Обстрел велся из РСЗО ""HIMARS"". Было выпущено две ракеты. Ночью поселок уже был обстрелян. Когда на месте начались ремонтные работы, был нанесен прицельный удар по работникам экстренных служб.

@voenkorKotenok",,,
32002,"Британские СМИ: Лиз Трасс намерена уйти в отставку. Заявление может быть сделано в ближайшие часы.

Британский цирк продолжается. Разумеется, на антирусском фронте ничего не изменится.

**UPD**: Подтвердилось. Подаёт в отставку и будет исполнять обязанности до выбора преемника.

@voenkorKotenok",,,
32003,"Германия передала Украине первый, из четырёх обещанных, радар для системы ПВО IRIS-T. 

Согласно технической документации, радары TRML-4D способны обнаруживать, сопровождать и распознавать различные типы воздушных объектов в радиусе 250 км. В ""поле зрения"" РЛС одновременно фиксируется около 1,5 целей.

@epoddubny",,,
32004,"**Сводка МО РФ от 20 октября 2022 г. Главное:

**— Нанесены новые удары по системам военного управления и энергетики Украины;
— На Краснолиманском направлении сорвана очередная попытка форсировать р. Жеребец;
— На Николаево-Криворожском направлении отражена попытка прорыва в направлении н.п. Новая Каменка – Червоный Яр Херсонской области;
— За сутки на Херсонском направлении уничтожено более 200 боевиков и 14 танков, захвачены 2 танка, БМП, установка разминирования УР-77 и 18 пленных;
— Ударами оперативно-тактической и армейской авиации, ракетных войск и артиллерии поражены 274 цели, в т.ч. хранилища топлива в районе н.п. Ингулец Днепропетровской области;
— В районе Берховки (ДНР) поражена радиолокационная станция контрбатарейной борьбы AN/TPQ-36;
— В районе Никаноровки (ДНР) уничтожена  радиолокационная станция обнаружения маловысотных целей СТ-68УМ;
— В районе н.п. Терны сбит украинский Ми-8;
— Уничтожены 18 БПЛА противника.

@voenkorKotenok",,,
32005,"Работа ""Ланцетов"" по фронтовым целям в зоне СВО.

@voenkorKotenok",,,
32006,"В главных городах Украины сегодня вводится **""режим тотальной экономии""** электричества. О принимаемых мерах объявили в Киеве, Харькове, Одессе, Сумах, Николаеве, Виннице, Днепропетровске и Житомире.

Прежде всего, это касается общественного транспорта. Сокращается либо прекращается работа троллейбусов и трамваев. В Харькове увеличиваются интервалы движения поездов метрополитена. Также повсеместно отключается уличное освещение и подсветка вывесок.

При этом в определенной степени данные меры являются опережающими и нацелены на выявление критического порога, связанного с поражением энергообъектов, за которым начнет рушиться вся гражданская инфраструктура.

@voenkorKotenok",,,
32007,"**Киев игнорирует человеческий фактор — мой комментарий **[""ПолитЭксперту""](https://politexpert.net/23705120-_protivniku_ne_pozdorovitsya_voenkor_kotenok_ob_yasnil_taktiku_nastupleniya_vsu_na_herson)**.

**Я нисколько не сомневаюсь, что наш противник будет применять любые виды оружия, в том числе и неконвенционные. Это касается и артиллерии, и ракетного вооружения, и реактивных систем залпового огня. Будут наноситься удары, как они это делали и в Донбассе, работая по площадям, по жилой застройке, боеприпасами повышенной мощности, фосфорными и начиненными поражающими элементами — различными иголками, лезвиями, чем угодно. Поэтому здесь никаких гуманных шагов от противника ждать не приходится.

Более того, существует серьезная угроза затопления пригородов Херсона. Неприятель пытается парализовать союзные войска на правой стороне Днепра. А тем временем сам после отвлекающих маневров в Харьковской области переходит в решительное наступление севернее Херсона. Здесь ситуация наиболее сложная.

Здесь нам приходится вести оборону. Противник концентрирует на достаточно узких участках большое количество живой силы и техники, и, не считаясь с потерями, лезет вперед. Это отличительная тактика действий середины осени 2022 года. В некоторых подразделениях потери достигают критических показателей. Количество раненых и убитых просто зашкаливает. Многие отказываются идти в бой, но, тем не менее, те, кто управляет украинцами, те самые благодетели, штабы, где присутствуют западные специалисты, не считаются с этим фактором. Грубо говоря, украинцев им не жалко.

Херсонские власти планируют вывезти с правого берега Днепра порядка 50-60 тысяч жителей. При этом въезд для гражданских лиц в Херсонскую область закрывается на неделю. Такие адекватные меры помогут спасти жизни.

Я бы тоже так поступил на месте руководства. Россия заботится о своих гражданах, пытается минимизировать, если не исключить потери среди мирного населения и среди военнослужащих. Это совершенно правильный, разумный жест, особенно если учесть, что Украина абсолютно игнорирует человеческий фактор. Надо положить сотни тысяч человек – киевский режим сделает это, не задумываясь. Ненависть зашкаливает.

Россия не может бросить на произвол судьбы своих граждан. В результате всенародных референдумов Херсонская и Запорожская области включены в состав РФ, которая теперь несет ответственность за этих людей, как и за жителей Донбасса. Именно из-за того, что они не хотят стать украинцами под дулом пистолета, девятый год продолжаются варварские обстрелы этих территорий.

Пока в сложившейся ситуации говорить о контрнаступлении российских сил рано. Сейчас нужно думать об усилении боевых порядков и перегруппировке сил. А уж потом можно вести речь о продвижении дальше на север, северо-запад и северо-восток. Необходимо отбрасывать противника от Днепра, блокировать врага на Николаевском направлении, при этом не забывать про Одессу, Запорожье, Кривой рог, Никополь.

Все это впереди! Тем более с проведением частичной мобилизации мы насытим боевые порядки людьми, и, надеюсь, поставленные СВО задачи будут выполнены. Всему свое время. Нельзя торопить события. Думаю, руководство наше сейчас делает выводы из происходящего. Надеюсь, противнику сильно не поздоровится, потому что его активность обернется ему боком, в том числе и на этом направлении.

@voenkorKotenok",,,
32008,"Власти Днепропетровской области признают поражение промышленного предприятия и объекта энергетической инфраструктуры в результате ночного удара. В обоих случаях имеют место **""серьёзные разрушения""**.

В этой связи власти региона призывают жителей  к **""тотальной и жёсткой экономии электроэнергии""**.

@voenkorKotenok",,,
32009,"В Николаеве ночной сеанс работы ""Герани"" — поражаются объекты в городе. В Кривом Роге также слышны взрывы.

@voenkorKotenok",,,
32010,"Центр Донецка — под огнём ВСУ. Прилеты по зданию администрации Ворошиловского района. Было выпущено три 155-мм снаряда.

@voenkorKotenok",,,
