Index,Post,Trans,Label,Type
23001,"**Нашим бойцам нужны птички!

МИЧМАН ПРОДОЛЖАЕТ ТРЕТИЙ ВОЕННО-ГУМАНИТАРНЫЙ СБОР

Братишкам на фронте нужны коптеры: 
**1. DJI Mini 3 Pro
2. DJI Mavic (2,3 и др.) 
3. Зарядки и батареи для них. Также, возможно, сможем собрать на теплак.
4. Продолжаем проработки создания в Херсоне центра по ремонту беспилотников. Для этого потребуется закупить самые нужные запчасти.
5. Начинаем отправлять тёплые спальные мешки и экипировку для зимы.

Птичек много не бывает, потребность в них огромная. Поэтому количество не ограничиваем. Купим всё по минимальной цене. ** 

ПО** **ПРОШЛЫМ СБОРАМ**:
- По итогам Первого гуманитарного сбора детская больница Херсона была обеспечена лекарствами на три месяца. К нам подключились питерский завод и крупные военные каналы.  

- По итогам Второго сбора мы доставили на фронт коптеры и броники, снабдили специалистов нескольких военно-гражданских администраций Херсонской области компьютерами и другой техникой. Также детский сад в Скадовском районе получил необходимое оборудование. Отремонтирована и передана Буханочка Z. Продолжается доставка грузов на Херсонское направление.  

КАК ВСЕГДА, ДОСТАВЛЮ ЛИЧНО. ОТЧИТАЮСЬ.

**Перечислять средства просим на эту карту Сбера:
**4817760349942767
Виктория

**Резервная карта Сбера:
**4276550057070792
Дмитрий 

__Если Вы хотите передать свою птичку (можно подержанную) или запчасти для неё, — заберём в Питере, Москве или в Крыму. Видеоотчёт от бойцов гарантирован. Пишите ____@flotskiy____.__",,,
23002,"**Путин**: Запад считает всех людьми второго сорта, а себя исключительными

Ой, а где мы это уже видели в 30-40-х гг. XX века? У меня же не у одного такие ассоциации? Если под словом Президента «Запад» иметь ввиду Дядюшку Сэма (а по факту сегодня это так и есть), так те прямо не поддерживают в ООН резолюции «о запрете героизации нацизма». В открытую

@sashakots",,,
23003,"**Заявления Путина на Валдайском форуме:

**🔻События в мире продолжают развиваться по негативному сценарию, переросли в системный кризис в разных сферах;

🔻Запад в последние годы предпринял ряд шагов на обострение – разжигает конфликт на Украине, дестабилизирует мировой продовольственный и энергетический рынки, организует провокации вокруг Тайваня;

🔻Предлагаемый Западом ""порядок, основанный на правилах"", призван дать ему возможность жить вообще без правил;

🔻Политика Запада — кровавая и грязная, она отрицает суверенитет стран и народов;

🔻В современном мире отсидеться вряд ли удастся, посеявший ветер - пожнет бурю;

🔻Перед человечеством сейчас два пути: или дальше накапливать груз проблем, который неизбежно всех нас раздавил, или все же вместе попытаться решения, пусть неидеальные, но работающие;

🔻Я всегда верил и верю в силу здравого смысла;

🔻Новым центрам мироустройства и Западу придется начать разговор о будущем[,](https://t.me/kpruvideo/1244) чем раньше - тем лучше;

🔻Процитировал Солженицына: ""Для Запада характерно длящееся ослепление превосходством. Вот это все и происходит до сих пор"";

🔻История все расставит на места.

[Подписаться на @truekpru](https://t.me/+p3pOHrMFlcI0NWRi)",,,
23004,"⏺Вместе с коллегами предложили создать Фонд поддержки Вооруженных Сил РФ за счет повышения налогов для богатых россиян. Повышенные налоги для богатых – это эффективная, а главное, справедливая общемировая практика. Мы предлагаем всего 18% на сверхдоходы, а не 30, 40 или 70%, как в некоторых странах. Богатые должны делиться со страной, особенно когда она испытывает проблемы. Для этого нужно усовершенствовать систему прогрессивного налогообложения.

✅ Благодаря созданию такого фонда будут покрываться расходы по обеспечению Минобороны, военнослужащих и мобилизованных граждан, а также будет осуществляться социальная поддержка ветеранов боевых действий. Отрадно видеть и положительный отклик общественности на инициативу. В частности, такую позицию высказала член Общественной палаты РФ Галина Горбатых.

__🗣____«Вопрос о прогрессивном налоге периодически возникал. Наверное, действительно настало время, когда мы должны собраться со всеми силами. Мы должны отстоять свою Родину, свое право на жизнь. Такие меры только помогут это сделать»__, – [отметила](https://tass.ru/ekonomika/16165713) эксперт.

#мнение

[__Подписаться на ТГ-канал Сергея Миронова__](https://t.me/mironovonline)__ __📱",,,
23005,"Обстановка на линии Коеменная - Сватово. После суточного затишья противник возобновил атаки на севере зоны СВО. Формирования киевского режима пытаются прорваться к перекрёстку
Краснооеченсекое-Макеевка-Червонопоповка. Сохраняется угроза прорыва противника в Червонопоповку с северо-запада. 

@epoddubny",,,
23006,"Херсон сегодня. Людей становится все меньше, но многие по-прежнему не хотят уезжать. Не осознают нависшей опасности.

@sashakots",,,
23007,"Херсон. По спекулянтам, которые отказываются принимать рубли. Отказывались, точнее. Первые результаты на скринах. Наши люди благодарят парней в погонах, которые круто взялись за наведение порядка. 

За вчера и сегодня из списка 141 торговой точки отработано около 30% Торговцы принимают конструктивную критику и приходят к осознанию, что так поступать нельзя. Прямо булгаковская сцена из ""Мастера и Маргариты"", где спекулянтов уговаривают сдавать валюту. И никто даже не переворачивает лотки с товаром ногами. 

Если у вас есть данные, что магазин отказывается принимать рубли или торгует по отличному от 1.25 курсу, пишите мне на @Saponkov

А спекулянтам напоминайте, что они живут не только в России, но и в условиях военного положения с широкими полномочиями у военных.",,,
23008,"Кратко по обстановке в районе Кременной. Хохол сегодня попер на штурм с трёх направлений, там его встретили бойцы 144 и 3 мсд. На двух направлениях хохол остановлен полностью, понёс очень большие потери. На третьем продолжает атаки, «двадцатка» все атаки отбивает. Сегодня будет очень кровавый день. Слава Русской пехоте!",,,
23009,"Открытка для @rich_triphop Где-то на Николаевском направлении.

@sashakots",,,
23010,"Продолжаем рассказывать о судьбах людей, чудом выживших в трагедии 29 сентября, когда ВСУ уничтожили минометным огнем колонну беженцев из Купянска. 

Среди тех, кто тогда потерял почти все в этой жизни, была Светлана Бойко. Двое детей ее погибли почти сразу. Ане и Максиму было 15 и 14.

Маму с трудом смогли вытащить из-под тел собственных детей в кузове горящего грузовика. Дотянули до ближайших позиций наших. Оказав первую помощь, оттуда вывезли в госпиталь.

Как и всеми ранеными, выжившими в той страшной бойне, помощью Светлане Бойко занимался глава ВГА Харьковской области Виталий Ганчев.

У Светланы были множественные осколочные ранения, раздроблена кость правой ноги. Сначала в Луганске, а затем в НИИ Краснодарской краевой больнице  им. Очаповского провели серию сложных операций. Краснодарские врачи спасли правую ногу Светы. 

Видео Первого Харьковского. 

@sashakots",,,
