Index,Post,Trans,Label,Type
47001,"5 сентября — хроника главных событий этого дня.

@milchronicles",,,
47002,"‼️💥 **Киевский и Кировский районы Донецка, а также макеевская Гвардейка под огнём ВСУ**

Обстрел ведётся из Орловки и Красногоровки снарядами 155 и 152 калибров.

t.me/rusvesnasu",,,
47003,Суровый кот Мариуполя. Доброе утро!😼,,,
47004,"Предпочли поверить в ошибку переводчика. Которой на таком уровне, причем с такими определениями, конечно, не бывает.",,,
47005,"Британия. Утренняя передача. Конкурс. Приз - оплата коммунальных. 

Приплыли",,,
47006,"Оперативная и проверенная информация о происходящем на Украине, в Европе и России - на канале @[sputnikby](https://t.me/sputnikby)**. 

**[Sputnik Беларусь](https://t.me/sputnikby) **всегда находится в гуще событий.  
**Присоединяйтесь 👉 https://t.me/sputnikby",,,
47007,"На фоне беспокойства о европейских государствах, которые останутся без наших энергоресурсов, меня не покидает мысль, а как эту зиму переживет например Северодонецк. Есть мысли у кого-то как спасти людей? Мы готовы купить сейчас для них например 20 генераторов, но когда закончится бензин, где они его возьмут и за какие деньги купят ? Может им привезти какие-то газовые горелки ? (Опять же они дают тепло условное, электричества они не дают) вот чем заняты мои мысли в этот осенний вечер. Пишите, что вы думаете по этому поводу. Зима близко(",,,
47008,"**«Тех, кто к нам сейчас приезжает, обычно жены не пускают» — актер Иван Охлобыстин с семьей прибыл в ДНР и встретился с главой Республики Денисом Пушилиным

**Российский актер Иван Охлобыстин вместе с дочерью и женой прибыл в ДНР — он встретился с главой Республики Денисом Пушилиным и обсудил с ним спецоперацию и то, как важна людям вера и религия в это непростое время.  

__«Очень тепло поговорили. И о том, как трудно сейчас приходится людям, о помощи храмам и как спасает вера. О том, как вовремя началась спецоперация и сразу выявила, кто друг, кто враг. Особенно это важно для культуры. Как сказал Иван, все стало на свои места»__, — сообщил Пушилин в своем Telegram-канале. 

Отметим, что Иван Охлобыстин активно поддерживает Донбасс и его жителей уже много лет, а в 2016 году даже получил паспорт гражданина ДНР. Своих коллег по цеху, сбежавших из РФ после начала спецоперации и осудивших ее, он нарек «трусами» и заявил, что не испытывает к ним никакого уважения.",,,
47009,"❗️**Фанат Зеленского задержан в Херсоне**

Студент-коллекционер запрещенки был «внештатным» членом «Азова»*. После нескольких публикаций в интернет-сообществе «1488» с призывом «резать русню» хлопчика экстренно «проведали» соответствующие органы.

Изъято много единиц холодного оружия. Имя экстремиста не раскрывается.

* — запрещен в РФ

[**Осташко! Важное - подпишись**](https://t.me/ostashkonews)",,,
47010,"**‼️💥 Наступление на Северск: так ""🅾️тважные"" уничтожают оборону ВСУ 

**Бойцы группировки ""О"" ведут огонь из ПТРК по огневым точкам и укреплениям боевиков, окопавшихся на Северском направлении. #эксклюзив с фронта
**t.me/RVvoenkor**",,,
47011,"https://zen.yandex.ru/video/watch/63161ea6ec445c04bd650b58
Мои друзья Астрахань и Лось делают сложную, мужскую работу.",,,
47012,"**В немецких городах на демонстрации вышли тысячи людей с антиправительственными лозунгами — они требуют от властей решения проблемы энергетического кризиса 

**В крупных городах по всей Германии проходят митинги против политики правительства относительно энергетического кризиса и отношений с Россией. Демонстранты от «Левой партии» и партии «Альтернатива для Германии» объединились для организации массовых шествий в Лейпциге и Магдебурге.

Массовые демонстрации связаны в том числе и с требованиями ввести в эксплуатацию «Северный поток-2», а также снизить цены на газ. По заявлением полиции, на Аугустусплац в Лейпциге вышли не менее 5 тыс человек, над протестующими кружит вертолет.",,,
47013,"Эпичные кадры с Go-Pro ВСУк, на которых их преследует наш дрон, который за несколько секунд перенаправляет артиллерийский огонь на позиции свинок. 

Наш дрон хорошо виден на 0:31 секунде, когда укры пытаются его сбить со стрелковки, а в конце со Стингера.

@rosich_rus",,,
47014,"Страшная статистика:
В ДНР за последние 200 дней в результате обстрелов со стороны ВСУ погибли 369 гражданских лиц, из них 19 детей. Ранения получили 3310 мирных жителей, в том числе 209 детей.",,,
47015,"В Запорожской области сотрудниками силовых структур задержан местный житель, подозреваемый в корректировке огня по населённым пунктам Каменско-Днепровского района, который сегодня утром подвергся обстрелу.

В результате проверки правоохранителями установлена переписка в соцсетях, в которой задержанный указывал место положение населённых пунктов Каменско-Днепровского района, а также места для нанесения ударов. 

Как сообщает член главного совета ВГА Запорожской области Владимир Рогов, задержанный помещён в изолятор временного содержания проводится проверка.

@opersvodki",,,
47016,"ЭТО ОЧЕНЬ ХОРОШАЯ НОВОСТЬ! ЗАВОДЫ! ПО РЕМОНТУ БРОНЕТАНКОВОЙ ТЕХНИКИ! 

Михаил Мишустин росчерком своего пера воплотил мечту военных по введению в строй бронетехники. Если еще филиалы таких заводов, как я понимаю, будут в танковых армиях и в округах, вообще прекрасно. Сергей Шойгу давно говорил о восстановлении техники не «где-то там», а ближе к местам её применения. 

Итак, по-моему, заводы по ремонту бронетанковой техники должны: 
- восстанавливать бронетехнику, «уставшую», или получившую повреждения на войне;
- приводить в эксплуатационный формат технику, снимаемую с баз хранения и отправляемую на фронт, 
- тюнинговать технику под отдельные задачи (например, защита и дополнительное вооружение для обороны, или для наступления), как это делают для армии США, кто видел их броню, допустим в Боснии, и потом в Афгане и Ираке меня поймут детальнее;
- изучать и восстанавливать трофейную технику для её боевого использования на нашей стороне. 

В любом случае новость прекрасная.  

https://t.me/bbbreaking/134404",,,
47017,"**Россия и страны ОПЕК+ договорились снизить количество добываемой нефти в октябре

**Россия, Саудовская Аравия и другие участники ОПЕК+ решили в октябре сократить добычу нефти на 100 тыс баррелей в сутки. Таким образом, мощности вернутся к августовским показателям.

Вице-премьер РФ Александр Новак заявил, что такое решение не означает заинтересованность в росте цен на топливо: __«Речь идет не о формировании какой-то цены, а речь идет о достаточности предложения для рынка. Чтобы, с одной стороны, не было избытка, с другой стороны, не было дефицита».

__Следующая встреча членов организации пройдет 5 октября — на ней будут обсуждаться планы по добыче нефти до конца года. Ранее ОПЕК заявлял о возможности сокращения добычи нефти в случае, если Тегеран возобновит производство и экспорт нефти на мировой рынок.",,,
47018,"Почитал о [планах Лиз Трасс составить кабинет министров без белых мужчин](https://t.me/malekdudakov/4617) и понял, что это команда пришла к власти в Великобритании. Это ""Отряд самоубийц"" из голливудского кино. Великобритания готовится к серьезному кризису, к протестам, экономическим проблемам и на эту команду фриков свалят ответственность за происходящее. Отряд самоубийц примет на себя весь негатив, а потом их выкинут из власти и изберут нормальных.",,,
47019,"**Киев выразил готовность предоставить ЕС свои газовые хранилища** **— Украина продолжает подмазываться к Европе** **в обмен на «подачки»

**На пресс-конференции в Брюсселе украинский премьер Денис Шмыгаль заявил, что страна готова предоставить Европе свои подземные коллекторы для хранения резервного газа для членов ЕС. По его словам, подземные хранилища газа на Украине являются самыми большими в Европе, и часть из их объемов государство может предоставить __«европейским партнерам для формирования их газовых резервов в условиях нестабильности поставок из России».__ А это составляет более 30 млрд кубометров.

Все это выглядит довольно сомнительным на фоне того, что, по некоторым данным, **визит Шмыгаля в Германию, во время которого у него состоялись переговоры с канцлером ФРГ Олафом Шольцем, оказался безрезультатным.** Премьер министр пытался выпросить у Шольца поставки ВСУ немецких основных боевых танков Leopard 2. 

Однако Германия, вероятно, отказалась передавать нормальное оружие Украине, поскольку никаких официальных сообщений о согласии на предложение Шмыгаля высказано не было. Не исключено, что заявление Шмыгаля на пресс-конференции в Брюсселе — лишь очередная попытка задобрить «западного покровителя».",,,
47020,Россия прекратила действия соглашения об упрощенном доступе японских граждан на Курильские острова. Лафа закончилась.,,,
