Index,Post,Trans,Label,Type
46001,"🇷🇺🇺🇦 **Обстановка на Донецком направлении
**__по состоянию на 18.00 19 сентября 2022 года

__Украинское командование пытается сдержать продвижение союзных сил на **Авдеевском** участке, попутно продолжая обстрел гражданских объектов **Донецкой** агломерации.

▪️ Пытаясь сдержать продвижение союзных войск в оборонительные рубежи ВСУ ведут беспорядочный огонь по **Донецку**, **Ясиноватой**, **Сладкому**, **Марьинке**, **Пескам** и **Старомихайловке**. 

▪️ В течение последних дней украинские формирования предпринимают регулярные попытки контрнаступления __(до пяти в день)__ на **Марьинку** и **Пески**. В ходе боев подразделения 115 омбр и 79 одшбр ВСУ несут значительные потери в живой силе и технике, фактически **не добиваясь ничего**. 

▪️Командование Донецкой группировки ВСУ вывело оставшиеся подразделения 115 омбр в **Новоселидовку**, куда также прибыли мобилизованные граждане. Выживший личный состав 115 бригады вместе с резервом будет передан в подчинение 56 омпбр. Их ускоренная подготовка проводится на полигонах в **Сухих Ялах** и **Дружковке**.

▪️Для удержания занимаемых рубежей на Донецкое направление идёт переброска 155-мм дальнобойной артиллерии, включая самоходные гаубицы М109 и САУ CAESAR. 

▪️На **Угледарском** участке фронта подразделения ВСУ ожидают наступления союзных сил на **Павловку** с дальнейшим выходом к **Угледару**. Для наблюдения за перемещением российских войск действуют разведывательные БЛА. 

[**Карта в большом разрешении

**](https://i.ibb.co/7kv9NyC/19-09-RU-1.jpg)@rybar",,,
46002,"На 18-00.
1. В районе Зайцево и у трассы Артемовск-Дзержинск ""Вагнер"" поддавливает. Сообщения о том, что противник отходит из Зайцево пока не подтверждены.
2. В промзоне Артемовска у ""Вагнера"" небольшое продвижение. Противник несет потери, снова обострилась тема роликов с жалобами на ненадлежащее командование и большие потери у ВСУ.
3. В Соледаре уличные бои. Существенных продвижений нет. Белогоровка и Яковлевка под ВСУ.
4. Спорное (вернее его развалины) под ВСУ. Сегодня его ""Вагнер"" штурмует, посмотрим, как пойдет.
5. ВСУ продвинулись в Белогоровку и как минимум часть села под противником (возможно и все село, учитывая попытки двигаться в направлении Кременной, которые были отбиты).
6. Ямполь и Красный Лиман под ВС РФ. В районе Щурово, Диброво и Яровой продолжают лазить ДРГ противника.",,,
46003,"Сообщается, что противник сегодня продвинулся от Григоровки и зашел в Белогоровку (не путать с той Белогоровкой, которая рядом с Берестовым на трассе Артемовск-Лисичанск).

https://t.me/RVvoenkor/26422",,,
46004,"Сегодня переполох продолжал возить хлебушек жителям Мариуполя в пострадавших районах, кстати тут уже многим вставили окна",,,
46005,"Неудачно сходили в атаку. Еще минус 1 БМП ВСУ. 
Съемки с дрона армии ДНР.",,,
46006,"💊 **Русская Гуманитарная Миссия регулярно поддерживает Первомайскую центральную многопрофильную больницу (ЛНР)**. Продукты питания, средства личной гигиены, дорогостоящее медицинское оборудование и расходные материалы - всё это мы неоднократно доставляли в учреждение с начала мая. 

👨‍⚕️**На этот раз к нам присоединился едва ли не самый знаменитый телевизионный врач последних лет - Иван Охлобыстин, сыгравший доктора Быкова в популярном сериале «Интерны».** **18 сентября команда РГМ вместе с актером и режиссером привезла 1 тонну гуманитарных наборов для персонала больницы. 
**
Иван Иванович пообщался с медиками и поблагодарил за нелегкий повседневный труд, далёкий от любого кино. Вот уже полгода как операционный блок стал для врачей вторым домом. Правда, здесь об отдыхе приходится только мечтать: каждая минута на вес золота, оперировать порой приходится едва ли круглосуточно - поток пациентов с прифронтовых зон, которым необходима экстренная помощь, не прекращается ни днём, ни ночью.

#ПОМОЖЕМВОВРЕМЯ! 
**@rgmagency**",,,
46007,Авдеевское направление. Работа артиллерии по позициям противника в застройке.,,,
46008,"**🇷🇺🇺🇦 Битва за Херсон: обстановка на Ольгинском участке
**__по состоянию на 14.00 19 сентября 2022 года

__▪️Украинское командование готовится к очередному наступлению на направлениях **Архангельского** и **Любимовки**. С этой целью диверсионно-разведывательная группа 128 огшбр ведёт разведку позиций ВС РФ в окрестностях **Ольгино**.

▪️ В район **Миролюбовки** прибыл дополнительный взвод 60 опбр ВСУ для восполнения потерь на данном участке фронта. Для усиления оборонительных рубежей в **Шестерню**, **Кошевое** и **Высокополье** прибыли военнослужащие 129 бригады теробороны ВСУ. 

▪️ Кроме того, в **Высокополье** и **Петровке** действуют расчеты ПЗРК Stinger. В ближайшие дни с полигона 17 отбр под **Кривым Рогом** ожидается прибытие 1 батальона 128 огшбр ВСУ с ПТРК и станковыми гранатомётами АГС-17 на вооружении.  

[**Карта в большом разрешении

**](https://i.ibb.co/Z6Ctc9g/19-09-ru-1.jpg)@rybar",,,
46009,Артиллерийские подразделения морской пехоты Тихоокеанского флота работают по позициям противника.,,,
46010,"Работа расчетов артиллерийских  установок д-20 и «Гиацинт» на Донецком направлении. Ребята из Донбасса и из Краснодарского края бьют врага и делают все возможное чтобы как можно скорее в столицу республики пришел мир. 

У меня здесь как правило вы можете видеть кадры, которые не входят в официальные репортажи, а официальные репортажи, особенно в последнее время получаются очень даже классными! 

Поэтому рекомендую подписаться:
Официальный канал @nm_dnr - здесь много интересного: продвижение наших ребят, их жизнь и быт, боевая работа и многое другое.
Мой авторский @donezkiy - здесь все что останется за кадром официальных хроник - шутки, приветы, интересные детали.",,,
