Index,Post,Trans,Label,Type
24001,"В этот день 80 лет назад на совещании в Ровно рейхскомиссар Украины Эрих Кох заявил: **«Нет никакой свободной Украины. Цель нашей работы должна заключаться в том, что украинцы должны работать на Германию, а не в том, чтобы мы делали этот народ счастливым. Украина должна дать то, чего не хватает Германии. Эта задача должна быть выполнена, невзирая на потери. Фюрер потребовал с Украины три миллиона тонн зерна для Германии, и они должны быть поставлены».**
Уверен, спустя годы, когда будут рассекречены материалы совещаний на Западе по украинскому вопросу в 2021-22 гг., мы увидим примерно те же слова",,,
24002,"Разрывы кассетных боеприпасов застали деток прямо в песочнице. В ужасе малыши бросились к родителям. Но пятилетняя Алина не успела добежать до взрослых…

[Подробнее](https://alleyaangelov.ru/)",,,
24003,"Молдавия начала судить своих граждан, воевавших на стороне ДНР, за наемничество.

Обвинение предъявили молодому мужчине, проживающему на Варнице (село граничит с Приднестровьем) и заключили под стражу на 30 суток за то, что он участвовал в боевых действиях на стороне войск ДНР с 2016 по 2020 год. Ему грозит тюремное заключение сроком от 3 до 7 лет, [сообщила](https://sis.md/ro/comunicare/noutati/operatiune-comuna-soldata-retinerea-unui-mercenar) Служба информации и безопасности Молдавии.",,,
24004,"**Украину пора избавить от ""последствий российской оккупации""**. 

Электростанциям — НЕТ! 
Украинец! Бей по проклятому русскому наследию!
Уничтожай АЭС, ТЭЦ, ГЭС!

__Запорожскую АЭС, конечно, больше никогда нельзя подключать к украинской энергосистеме.__",,,
24005,"#эксклюзив
Этой ночью артиллерийская бригада ""Кальмиус"" армии ДНР уничтожала украинские позиции под Авдеевкой.

@NeoficialniyBeZsonoV",,,
24006,"В небе над Херсоном уже во второй раз за день сработала система ПВО. Очевидцы сообщают, что взорвались не менее 20 ракет.

[Подписаться на @truekpru](https://t.me/+p3pOHrMFlcI0NWRi)",,,
24007,"Местные жители поговаривают, что на аэродроме Жетыген (Алматинская область) стоят до 15 летательных аппаратов военного назначения, привезенных туда работниками [«Казспецэкспорта»](https://t.me/hackberegini/1010), среди которых истребители МиГ-, Су- и вертолеты Ми-24.

Но они стоят там не просто так, а в ожидании ремонта, причем не где-нибудь, а в славной своими оружейными традициями и имеющей все возможности для [ремонта авиатехники](https://t.me/Contora_Pishet/4833) советского производства Чехии, куда также направляется и сопровождающий персонал «Казспецэкспорта». Почему в Чехию, а не в Россию, что было бы выгоднее с точки зрения логистики и стоимости ремонта? На ум приходят обещанные поставки восстановленной авиатехники из Чешской республики для ВСУ и лихорадочные сборы советских образцов по всему ближнему и дальнему зарубежью, а Казахстан весьма богат на ее запасы.

Как, впрочем, и славный Узбекистан, который переправил пару МиГов, предназначенных для США, в казахстанский порт Актау. Можно предположить, что ими будет доукомплектована очередная «эскадрилья агрессора» где-нибудь в пустынной Неваде для имитации воздушных боев американских асов со злыми русскими Иванами, но, учитывая заявленную готовность обучения представителей повитрянных сил Украины, весьма вероятно, что  именно эти представители будут участвовать в имитационных боях с целью подготовки.",,,
24008,"Очень показательные цифры на вчерашнем голосовании по антироссийской резолюции в ООН - ее подписали 54 страны из 193.

Теперь сравним с аналогичной резолюцией Генассамблеи ООН от 2 марта. Тогда «за» проголосовало 141 государство. За полгода стран с ярко выраженной антироссийской позицией стало почти втрое меньше.

@sashakots",,,
24009,"Очень рад был увидеть наших добровольцев! 

«Тигр» уже дерётся на передовой плечом к плечу с земляками-морпехами из 155 отдельной гвардейской бригады ТОФ. 
Накануне добровольцы приняли первый бой и отразили атаку диверсионной группы иностранных наемников. Один из них, как вы уже знаете, был гражданином США. Вот чем заканчивается пособничество нацизму.  

Продолжим поддерживать наших бойцов. Ждём дома с победой!",,,
24010,"Внимание, укропы, исполнение «песни» «Батько наш Бандера» опасно для жизни. Доказано. Заспивайте гимн России и выходите с поднятыми руками)

@sashakots",,,
