Index,Post,Trans,Label,Type
36001,"‼️🇷🇸🏴‍☠️ Армия Сербии скапливает силы у границы, Косово подаст заявку на вступление в Евросоюз уже 15 декабря
▪️""Мы готовы вывести Косово на новую траекторию. ЕС никогда не будет полным без Западных Балкан"", – заявил вице-премьер главарь албанских боевиков Косово Бесник Бислими.
Он верит, что Косово может стать членом Евросоюза до 2030 г. Но 5 членов ЕС до сих пор не признают независимость образования: Испания, Кипр, Греция, Румыния и Словакия.
3-й день идут протесты косовских сербов из-за беззаконного ареста экс-полицейского серба, албанские боевики угрожают применить силу для разгона баррикад, но пока  поссыкивают не решаются. 
▪️Министр обороны Сербии прибыл в Рашку, инспектируя готовность сосредоточенных на юге войск.
▪️Президент Александр Вучич заявил, что обратится к миротворцам НАТО с просьбой о вводе контингента сербской полиции и армии в Косово и Метохию.
▪️Албанские спецназовцы боевики избили 12-летнего мальчика в Косовской Митровице в районе Бошнячка. Ребёнка остановили для обыска и без всяких причин нанесли ему несколько ударов, сломав руку.",,,
36002,"Польша хочет Украину без украинцев 

Американский «Национальный демократический институт» (NDI), совместно с «Международным республиканским институтом» (IRI), являющиеся структурой «Национального фонда за демократию» (NED) США, финансируемой из федерального бюджета ЦРУ заказали польским подрядчикам социологическое исследование на тему: «Как относятся поляки к украинцам».

В результате установлено, что __полякам нужен Львов, Ужгород, Карпаты, но они на дух не переносят украинцев (к русским относятся лучше). Поляки не собираются забывать о преступлениях бандеровцев, которые вырезали десятками тысяч женщин и детей. Один из трагических эпизодов – «Волынская резня». Кроме того, украинцы отбирают у поляков значительный объём социальной помощи.

💤__Они их и раньше терпеть не могли, просто приходится закрывать глаза! Но Волынь они свиньям точно припомнят,  как только западная часть станет частью Польши. Я в этом вообще не сомневаюсь!",,,
36003,"⚡️Срочно⚡️Ранен первый замглавы Херсонской области Виталий Булюк⚡️

Булюк был ранен в результате подрыва автомобиля в городе Скадовск. Сейчас он находится в тяжёлом состоянии в больнице Симферополя.

Вероятно, сработала мина направленного действия. **

**По словам министра здравоохранения Херсонской области Вадима Ильмиева, водитель автомобиля погиб на месте. 

Подробности уточняются.",,,
36004,"Бизнес по-хохлячьи.

В продаже появился кусок металла на верёвочке с гербом террористического государства. Стоимость этого символа ""стойкости""  5 тыс. гривен (9.300₽). 

Наживаются даже на своих ""героях"".",,,
36005,"**💢****💢****💢****Словакия готова передать Украине свои истребители МиГ-29, приготовления для этого могут начаться в ближайшие недели, - заявил глава МИД страны Растислав Качер**",,,
36006,"‼️‼️‼️Лукашенко распорядился, что делать с оставленными иностранцами предприятиями в Беларуси:** помашите им рукой и перекреститесь**",,,
36007,"**‼️🇺🇸🇷🇺 Олимпийский комитет США выступает за участие россиян в Олимпийских играх 2024 г. в Париже, - глава USOPC 

**""Это, может быть, неприятно осознавать, но недопуск россиян отбрасывает нас назад, их возвращение действительно важно для (олимпийского) движения. При этом мы по-прежнему поддерживаем народа Украину и её спортсменов. США поддерживают поиск возможностей вернуться к соревнованиям для спортсменов, которые тренировались для этого всю свою жизнь, но мы категорически против того, чтобы они вернулись под национальным флагом, в то время как их страны находятся под санкциями"", цитирует Сюзанну Лайонс Wall Street Journal.

💤**Зачем нам это унижение? Может нас ещё под пиратским флагом заставят выступать?**",,,
36008,"**Чёрные трансплантологи приехали в тыл ВСУ просто посмотреть

💤А потом Оксанкам приезжают Мыколы набитые соломой 😂**",,,
36009,⚡️**Новая порция пленных укропов**,,,
36010,**‼️Главы МИД ЕС опять не смогли согласовать 9-й пакет санкций против России**.  В результате проект вернули на рассмотрение постпредов стран Евросоюза,,,
