Index,Post,Trans,Label,Type
30001,"Путин: «Запад искал и ищет новый шанс ослабить и развалить Россию, им не дает покоя, что есть такая великая страна.** Западу не нужна Россия, но она нужна нам**».",,,
30002,"⚡️Путин: «Хочу, чтобы меня услышали киевские власти и их реальные хозяева на Западе, чтобы это запомнили все: люди в Донецке, Луганске, Запорожье и Херсоне становятся нашими гражданами.** Навсегда**».",,,
30003,"Путин в своей речи обозначил, что вопрос принадлежности всех территорий, на которых прошел референдум, **обсуждаться не будет**",,,
30004,"❗️Весь мир должен услышать, что люди Донецке, Луганске, Херсоне и Запорожье, становяться гражданами России навсегда - Путин.",,,
30005,"Жители Донбасса пронесли любовь к России через поколения, и это чувство никто не может уничтожить, заявил Путин",,,
30006,"Путин говорит, что мы продолжаем дело предков - воевать за Новороссию. Как воевал Суворов, Румянцев и Потёмкин.",,,
30007,Путин объявил минуту молчания в память о всех погибших героях Новороссии,,,
30008,Верховный начал своё выступление,,,
30009,"Наши ВКС [уничтожают](https://t.me/RVvoenkor/27616) иностранных наемников, которые пришли на русскую землю",,,
30010,"Георгиевский зал Кремля. 
Все готово.",,,
30011,"Докладываю с мест, мобилизованные офицеры дрочат строевой подготовкой провинившихся мобилизованных (синька, барагоз и т.д). 

Всё нормально.

https://t.me/mig41/20906",,,
30012,"Россиянам с 30 сентября ограничен въезд в Финляндию с туристическими и транзитными визами, в том числе с шенгенскими визами третьих стран — МИД РФ",,,
30013,"Как уже было сказано выше генштаб всу получил задачу любой ценой взять в окружение наши силы в Красном Лимане именно сегодня, когда в Москве будет принято историческое решение и Донбасс и часть Новороссии вернутся домой. 

С этой целью, по моим данным, противник даже снял крупные силы с линии обороны у Северска, для того чтобы задействовать их в качестве резервов в лиманской операции.

@epoddubny",,,
30014,«Омсктрансмаш» досрочно передал в войска партию модернизированных танков Т-80БВМ,,,
30015,"**Другие важные заявления Кремля:

**— Киев ушёл с переговорного трека с Москвой, требования России не меняются, специальная военная операция будет продолжена;

— Москва будет расценивать возможные удары Украины по территориям, которые войдут в состав РФ, как акт агрессии против России;

— Всю территорию ДНР в границах Донецкой области образца 2014 года предстоит освободить.",,,
30016,"ДНР, ЛНР, Херсонская и Запорожская области станут суверенной территорией России, на них будет распространяться и **договор о Союзном государстве**, сообщил Песков",,,
30017,"Cейчас Красный Лиман в полукольце, дорога от Сватово под контролем союзных сил, но периодически под обстрелом, Ямполь и Дробышево в полной мере не контролируются союзными силами — глава ДНР Пушилин",,,
30018,Мобилизованные из Карачаево-Черкессии,,,
30019,"Очередной уничтоженный британский бронеавтомобиль Husky TSV  где-то на Донбассе 

@vorposte",,,
30020,"ФАС РФ усилит контроль за ценами на армейскую экипировку, сообщили в службе",,,
30021,"Столицей Запорожской области после вхождения региона в состав РФ будет Мелитополь, к Запорожью этот статус перейдет только после освобождения, сообщил председатель движения «Мы вместе с Россией» Владимир Рогов",,,
30022,"Рогов сообщил, что 23 человека погибли, 34 ранены в результате украинского удара по колонне машин на выезде в освобожденную часть Запорожской области",,,
30023,Каждому мобилизованному жителю Краснодарского края выплатят 100 тысяч рублей в течение двух недель. Получить их смогут сами призывники или родственники — Вениамин Кондратьев.,,,
30024,"Договоренность Украины и США **о неприменении американского оружия для ударов по территории России касается только реактивных систем залпового огня HIMARS,** а не всех типов поставленного вооружения, заявила украинский посол в Вашингтоне Оксана Маркарова.",,,
30025,"Посмотрел несколько раз. 
20ая секунда движки стоп. 
От того и промахи последующих ракет. 
При или сразу после союзная подготовка. 

Очень ждём видео допроса пленного экипажа, нам ещё своих ребят из плена доставать. Вот прям очень надеюсь что выжили, ибо на видео виден момент покидания, и приземление 100 процентов будет на подконтрольной нам территории. Продолжаем пополнять обменный фонд.",,,
30026,"По Красному Лиману нужно констатировать следующее — по всей логике войны он должен был быть украинским еще 10-11 сентября. Но там, СЛУЧАЙНО, оказались БАРСики и луганская пехота, которые спасли город. И вот, уже почти три недели идет героическая оборона Красного Лимана и окрестностей.

Сейчас там тяжело и оперативное окружение. Комбат 13 БАРСа Сергей Фомченков говорит, что ВСУ подтянули дополнительные силы и прорвали фронт в районе Дробышево-Ставки. Удачи парням, надеюсь они выстоят.

В любом случае они сделали невозможное и оттянули кучу украинских сил на себя, помешали хохлам совершить бросок на Сватово, который бы нам обрушил значительную долю снабжения и транспортную связность. Благодаря гарнизону Красного Лимана и окрестностей хохлы все еще не пробили во фланг нашей Оскольской группировке. Да, ВСУ подошли к Боровой, но не будь бы сопротивления Красного Лимана — они бы давно это сделали.

Если на этой войне и было что-то, напоминающее лучшее из 2014 года, то это именно оборона Красного Лимана.

Ждем подкреплений и деблокады гарнизона.",,,
30027,Пожар на объекте в Николаеве 🔥,,,
30028,По целям в Николаеве продолжают наноситься удары 💥,,,
30029,"Так в Днепропетровске горел автотранспорт применявшийся для нужд всу. Не секрет, что гражданские автомобили активно используются для перевозки личного состава и подвоза боеприпасов.",,,
30030,Карачаево-Черкесия! 🔥,,,
30031,Неоднократно про это писал. Боеприпасы для артиллерии ( ствольной и реактивной) ВСУ подвозит обычными гражданскими фурами и [автобусами](https://t.me/boris_rozhin/65602). Вот собственно и результат.,,,
30032,"Путин подписал указы о признании Херсонской и Запорожской областей независимыми территориями.

Это юридический нюанс, необходимый для возможности принятия этих территорий в состав России.",,,
30033,"Шаттл Хохлянтес, не выдержал скоростного торможения...",,,
30034,"Привет Су-24 салофтвафе от русского ПВО. 
 Хохлы, вы шо думали, одни только в коптеры можете для фиксации?",,,
30035,В Николаевской области горит электроподстанция. В городе и области наблюдаются перебои с электричеством.,,,
30036,"Ребят ну вы шо? 
Цэ кондиционеры….",,,
30037,"Дрон камикадзе ""Герань-2"" прилетел по цели в Николаеве.",,,
30038,Николаев 💥,,,
30039,"По Лиману ситуация очко, тянем резервы чтоб выгнать с трассы в районе Торского. 

Карта @rybar",,,
30040,"Полыхает 🔥

Отчётливо слышны звуки вторичной детонации. Попали.",,,
30041,Днепропетровск. Пожар на объекте после прилёта 💥,,,
30042,Пожар на объекте в Днепропетровске после ракетного удара. Также прилетело по целям в Запорожье.,,,
30043,Сообщают о взрывах в Днепропетровске 💥 Объявлена воздушная тревога.,,,
30044,"Почему в Свердловской области куча жалоб от мобилизованных лиц по нехватке размещения ?

В Екатеринбурге огромные площади Ельцин центра(шучу), Экспо стоит пустой (в Казани его давно отдали под размещение).

[Губернатор Куйвашев](https://t.me/kuyvashevevgeny), вопрос к вам.",,,
30045,"Грустные новости приходят из национального космического агентства укрорейха.

В плотных слоях русской атмосферы, пытаясь в ручную посадить пилотируемый челнок Bandervagen в херсонской области, сгорел астронавт Тарас Бульба (имя изменено).

Тарас занимался эксперементами в области животноводства на поверхности Плутона, разводил свиней. 

ЗСУ ты космос!",,,
30046,"**Владимир Путин на совещания с Совбезом РФ высказался по поводу проблем и ошибок в ходе частичной мобилизации:

**— Призыву по мобилизации подлежат только граждане в запасе, прежде всего те, кто имеет востребованные специальности и опыт;

— Мобилизованные обязательно должны проходить дополнительную подготовку;

— В ходе частичной мобилизации возникает много вопросов, надо исправить все ошибки и не допустить их впредь; 

— Генпрокурор РФ должен незамедлительно реагировать на нарушения в ходе мобилизации;

— Добровольцев без повестки заворачивают обратно, но мобилизуют тех, кого не должны, надо без суеты разобраться со всем этим;

— Есть случаи, когда врачей с многолетним опытом назначают стрелками. Ну зачем?",,,
30047,"Росатом выплатит мобилизованным сотрудникам единовременно 100 тыс. рублей. Как сообщает отраслевая газета ""Страна Росатом"", приказ подписал генеральный директор госкорпорации Алексей Лихачев.

Для работников, которые на момент мобилизации участвовали в жилищной программе, предусмотрено продолжение компенсации ипотечной ставки.",,,
30048,"Террористы из ВСУ обстреляли жилой квартал города Рубежное в ЛНР из 155-мм гаубиц M777, 1 человек погиб и ещё 3 ранены",,,
30049,"Знаменитый актер Стивен Сигал и известный журналист Владимир Соловьев посетили Главный военный клинический госпиталь Росгвардии в подмосковной Балашихе, где навестили раненных военнослужащих и сотрудников ведомства, находящихся на излечении.",,,
30050,К у й в а ш е в ! АУУУУУУУ,,,
30051,Хлопок в Николаеве.,,,
