Index,Post,Trans,Label,Type
42001,"⚡️** Сводка Министерства обороны Российской Федерации о ходе проведения специальной военной операции на территории Украины** (12.07.2022 г.)

Часть 1 ([см.часть 2](https://t.me/mod_russia/17597))

◽️ **Вооруженные Силы Российской Федерации продолжают специальную военную операцию на Украине.  

**💥 В районе населенного пункта Березань Одесской области **высокоточными ракетами наземного базирования «Искандер» уничтожены пусковые установки противокорабельного ракетного комплекса «Harpoon» (Гарпун) производства США. 
** 
💥** В результате удара высокоточными ракетами воздушного базирования** в районе населенного пункта Артемовск Донецкой Народной Республики **уничтожено** **180** военнослужащих и **26** единиц военной техники 30-й механизированной бригады ВСУ.
 
◽️ Кроме того, **высокоточным оружием ВКС России уничтожены**: живая сила и военная техника ВСУ в **12** районах, **четыре** склада с боеприпасами 79-й десантно-штурмовой бригады в районе Матвеевки Николаевской области, а также **пункт ремонта и восстановления бронетехники ВСУ **в районе Северска. 
 
💥 **В рамках контрбатарейной борьбы уничтожены**: **два** взвода реактивных систем залпового огня «Град» и **два** артиллерийских взвода гаубиц «Гиацинт-Б» на огневых позициях в районе Дзержинска Донецкой Народной Республики. 
 
💥** Оперативно-тактической и армейской авиацией, ракетными войсками и артиллерией за сутки поражено**: **три** пункта управления, **три** склада боеприпасов, подразделения артиллерии на огневых позициях в **97-ми** районах, а также живая сила и военная техника в **111-ти **районах. 
 
💥 **Российскими средствами противовоздушной обороны за сутки сбиты семь украинских беспилотных летательных аппаратов **в районах населенных пунктов Изюм, Малые Проходы, Питомник Харьковской области, Славянск, Шандриголово Донецкой Народной Республики, в том числе **один ударный беспилотный летательный аппарат** в районе города Николаев. 

◽️ Кроме того, **перехвачено 12 снарядов реактивной системы залпового огня «Ураган»** в районах населенных пунктов Лисичанск Луганской Народной Республики, Бражковка Харьковской области и Новая Каховка Херсонской области. 

📊 **Всего** с начала проведения специальной военной операции **уничтожены**: **243** самолета, **137** вертолетов, **1513** беспилотных летательных аппаратов, **354** зенитных ракетных комплекса, **4046** танков и других боевых бронированных машин, **741** боевая машины реактивной системы залпового огня, **3135** орудий полевой артиллерии и минометов, а также **4165** единиц специальной военной автомобильной техники.

#Минобороны #Россия #Украина @mod_russia",,,
42002,"🇷🇺🇸🇾 ВКС России нанесли авиаудар по позициям боевиков в районе Джебаль эз-Завия сирийской провинции Идлиб.

@warjournaltg",,,
42003,"**Сотни квартир уничтожены **ударом американской HIMARS по Новой Каховке, **точное число жертв неизвестно**, раненые продолжают поступать, заявил РИА Новости глава ВГА Леонтьев",,,
42004,"Тактика не сказать, что б прям новая. Украинская сторона так давно делает с Чернобаевкой в Херсонской области. Выпускают «Град’ы», а после запускают «Точку-У».

Учитывая, что намедни в Николаев заехало 4 установки РСЗО «HIMARS», теперь, видимо, за или вместо «Точки-У», будет лететь он. 

https://t.me/NeoficialniyBeZsonoV/15624",,,
42005,Прилет в Новой Каховке. Судя по всему детонация склада БК.,,,
42006,"Коллеги сегодня [сообщали](https://t.me/ukrainian_guide/2362) о резком падении денежных переводов на банковские счета для помощи ВСУ. 

__«В июне сумма пожертвований для ВСУ оказалась в **3 раза** меньше, чем в мае, и в **12 раз меньше**, чем в первые дни спецоперации»__.

Предприимчивые украинские власти быстро нашли выход из положения. Работников некоторых организаций в ~~добровольном~~ принудительном порядке принуждают отдавать часть своей зарплаты на нужды ВСУ. Несогласные с этим – могут писать заявление на увольнение.

@warjournaltg",,,
42007,"⚡️🇷🇺🇺🇦**🎞 Проект ****#ОниТамЕсть****: 144 мсд ВС РФ 
**__Хроники коллективного подвига российских войск в ходе СВО

__Мы постоянно экспериментируем с новыми форматами. Пытаемся интересно и наглядно рассказать о ходе специальной военной операции и показать, что же происходит на фронтах ожесточенной войны на востоке Украины. 

Поскольку Рыбарь — это информационно-аналитический проект, специализирующийся на работе с данными из открытых источников, мы решили начать по крупицам собирать свидетельства подвига и героизма не просто отдельных военнослужащих, а целых частей и соединений. Показать, насколько велик их вклад в специальную военную операцию и __что конкретно__ сделало то или иное воинское формирование. 

Первый выпуск проекта #ОниТамЕсть (да, это аллюзия на набившую оскомину фразу «ИхТамНет», которую мы слышали все последние года) посвящен** 144 гвардейской мотострелковой Ельнинской Краснознаменной ордена Суворова дивизии**.

Все подобные ролики делаются силами небольшой группы энтузиастов, поэтому мы постараемся раз в неделю радовать вас новой главой подобной хроники. 

Наслаждайтесь.
#видео #Россия #Украина
@rybar

__*Поддержать нас:__ `4377 7278 0407 7977` | `0x4739352b67Da6F4064757627D92A08EaDd3fb6b6`__ (ETH) | __`33i1BwMuzeYTAUNtiLa6CjvaHtTVYNJfnp`__ (BTC)__",,,
42008,"⚡️**Нацисты группировки KRAKEN обстреляли из артиллерии колонну МЧС, доставлявшую гуманитарную помощь жителям поселка Казачья Лопань.

**В результате провокации погибли два мирных жителя, несколько человек получили ранения. Нанесены повреждения гражданской инфраструктуре.",,,
42009,"Пополнение склада западных трофеев. В комплекте с одним из гранатометов обнаружены беруши! Теперь будут беречь сон командира👍😴 

__Видеообзор прилагается...

__@razved_dozor",,,
42010,"❗️🇷🇺🇺🇦 В **Харьковской ВГА **подтвердили ранее опубликованную украинскими СМИ информацию о гибели главы администрации Великого Бурлука **Евгения Юнакова**.

По предварительным данным, чиновник погиб после подрыва автомобиля самодельным взрывным устройством.
#Россия #Украина #Харьков
@rybar

__*Поддержать нас:__ `4377 7278 0407 7977`",,,
