Index,Post,Trans,Label,Type
28001,"ГУР МО Украины отчитались о героическом взятии оставленного российскими войсками Херсона. Более того, понесенные ими в ходе этой сложнейшей операции потери не столь серьезные, как могли бы быть (заходившим в Александровку привет).

P.S. наши полностью покинули правый берег к 5 утра.",,,
28002,"**Донбасс. Перезагрузка — 3 серия**

Донбасс — один из индустриальных центров царской России, позже СССР, а затем главный регион-донор на отделившейся Украине. Сегодня на территории ЛНР и Запорожской области ежегодно наращивают свои производства ключевые предприятия тяжелой промышленности. В третьей серии проекта «Донбасс: Перезагрузка» речь пойдет о Луганском электромашиностроительном заводе и Мелитопольском заводе автотракторных запчастей.

За последние годы экономическая политика Киева привела к спаду уровня производства предприятий, а сотрудники заводов уверены – потенциал заводов реализован лишь на 50%. Сегодня же их работа полностью ориентирована на российский рынок, а темпы роста производства увеличиваются на 10-15%",,,
28003,"Уничтожение украинской инженерной машины БАТ-2 с помощью «Ланцета»

Видео от @Sladkov_plus",,,
28004,"Уважаемый Рябков может не комментировать ничего хотя бы месяц ? Пожалуйста, спасибо.",,,
28005,Китай и Россия в долгосрочной перспективе развивают стабильные и гармоничные двусторонние отношения. Мы взаимодействуем на основе взаимного уважения и обоюдной выгоды — официальный представитель МИД страны Чжао Лицзянь,,,
28006,"Паромная переправа из Херсона на левый берег Днепра работает, желающие могут уехать в Алешки и Голую Пристань, сообщает представитель администрации.",,,
28007,"Если вспоминать, как Херсон был освобожден в 1944, то мы увидим, что главный удар РККА в ходе Березнеговато-Снегиревской операции наносился с севера, от Кривого Рога, кулаком 46й и 8й гв. А, при поддержке 23 ТК и конно-механизированной группы Плиева. 

Сидевшая за Днепром 28 А и другие соединения на второстепенных направлениях, должны были, [цитирую](https://mil.ru/winner_may/history/more.htm?id=11904758@cmsArticle),«наносить вспомогательные дробящие удары и сковать действия противника в своих полосах наступления». 

В итоге 28я частями 49 гв. СД (Маргелов, между прочим) и 295й СД форсировала Днепр в ночь на 12 марта 1944 года, и 13 марта заняла Херсон, но к этому моменту немцы уже бросали позиции по Днепру и откатывались на запад, пока им не перерезали пути отступления. Откатиться успели не все.

К чему это все? К тому, что люди, спланировавшие и осуществившие атаку на Новую Каховку и Антоновку в первые сутки нынешней войны, отлично понимали, что и зачем они делают. Шанс взять переправы в нижнем течении Днепра  без боя был только один, и он был использован. 

Теперь, когда Херсон оставлен, а с высокого правого берега противник (см. [анализ карт от Перископа](https://t.me/periskop_pacific/1570)) может с помощью вышек обозревать наш, низкий и плоский как стол левый берег хоть на 50 км на юг и восток, такой шанс может предоставиться только если наши сначала снова возьмут Киев, Черкассы и Днепропетровск.",,,
28008,"Вид на пролёты Антоновского моста в тепловую камеру Орлана.

Мы ушли. Война продолжается.",,,
28009,"Не ну а че, вдруг эти русские уже в Киевской раде, а я сразу в форме и даже со скотчем!",,,
28010,"Кажется разобрался. Более масштабный ракурс моста, стрелочкой указал место, где по-видимому снимал свое видео Александр Коц. Потому что за его спиной в [посте](https://t.me/SergeyKolyasnikov/44109) выше провал очень небольшой. Судя по картине, восстановят мост очень нескоро.",,,
