Index,Post,Trans,Label,Type
38001,Украинский разведчик оказался счастливчиком и единственным кто выжил из своей группы после неудачной вылазки. Лучше к нам не лезьте.,,,
38002,Американская ЧВК Blackwater и Российские ЧВК Вагнера 😂🫡🇷🇺,,,
38003,"🇺🇦 свинособачий танк думал спрятаться от дрона - камикадзе, не вышло. У нас их очень много поверьте.",,,
38004,"**🇧🇾🏴‍☠️Сотрудники КГБ Белоруссии задержали украинского шпиона и двух завербованных им местных жителей, которые отправляли данные военной разведке Украины**",,,
38005,🇵🇱🇧🇾На границе с Республикой Беларусь была обнаружена колонна польских бронетранспортеров Rosomak.,,,
38006,"👍Немцы запустили к себе украинского  рагулья- теперь страдают. На видео свинорожая мразь видела, что идут ремонтные работы, но все равно хотела проехать. Для этого она начала демонстративно закапывать яму, несмотря на замечания.",,,
38007,"**🔥**** В Германии неизвестные сожгли приют для украинских беженцев — полиция

**С марта 2022 г. в этом приюте проживали 14 украинских беженцев и 3 сотрудника немецкого Красного Креста.
За день до пожара на входе в здание неизвестные нарисовали свастику, полиция проводит расследование.

💤Встречают как богов, провожают как скотов 😂",,,
38008,"🇺🇦🏴‍☠️На украинских позициях в районе Соледара, как-то совсем неспокойно и мрачно.",,,
38009,"‼️‼️‼️Докладываю по Херсону:

ВС РФ смогли нанести серьезный урон ВСУ на Херсонском направлении как личному составу так и технике. 

126 бригада морской пехоты разгромила большое количество противника и техники.",,,
38010,"🇪🇪 Министр иностранных дел Эстонии Рейнсалу и несоответствие занимаемой должности:

- Хотели бы вы, чтобы Путин попал за решетку? 
- В ад.

💤Эстония, это вообще что? Поселок городского типа?",,,
38011,"✅✅Добро пожаловать в Сирию дорогие свинособаки с Украины:

В Николаеве решено отключить светофоры и на 60% сократить количество электротранспорта 
В Киевской области рекомендовано отключить даже холодильники. Харьковское метро увеличило интервалы движения поездов до 11-13 м.",,,
38012,"⚡️🙂🤝🔥**Осознание того, что я живу в стране, которую каждые 20-30 лет стараются ликвидировать. Сколько раз нам смещали правительство и пытались завоевать. Назовите мне хоть один народ, на который столько раз совершали нападения. Запад нас просто ненавидит, сколько они уже голов сложили о наши границы за всю историю? И финансировали наших врагов? Ничтожества, наше Государство стоит сотни лет, и всегда выходило победителем, даже после ликвидации. Это страна которую не закабалить, пора бы вам признать это, ""демократы хуёвы"".

**✅**Вы прах под нашими ногами.**",,,
38013,✅Результаты боя у Яковлевки с 16 на 17 октября. Уничтоженная и подорвавшаяся на минах свинособачья техника. Уничтоженным желаем гореть в аду🔥,,,
38014,"‼️‼️‼️СРОЧНО 

❗️**Владимир Путин подписал указ об упразднении Ростуризма.**",,,
38015,"Вагнер♠️ это лучший реабилитационный центр в России. Только ""Вагнер"" способен сделать настоящих героев из вчерашних заключенных. 🤙🏽

Дисциплина и уважение!

Роман Романов, ИК7, Спб
Медаль за Отвагу (РФ)


💤Обратите внимание на экипу",,,
38016,"‼️Слух.
Весь мирняк уехал с Херсона, а все хохлы кто остался, те работают на укропов, либо им сочувстсвующие. 

Хохлы под боевой химией наступают, получают очередь в грудь и продолжают вести бой на похуй. По килограмму наркоты в рюкзаках.",,,
38017,"🤔 Вода в кранах Киева сегодня такая. 

💤По цвету очень похоже именно то что им вливали в головы последние 30 лет. Видимо излишки потекли.",,,
38018,"‼️‼️‼️Как сообщают киевские паблики, в 23:34 по местному времени рухнула электросеть сразу в нескольких районах, что было объяснено властями как намеренное отключение «во избежание аварии».

Показательно, что перед всем этим на Левом берегу фиксировались взрывы без объявления воздушной тревоги, но что там произошло - не сообщалось.

Похоже, накопленный эффект от ударов по энергосистеме Украины начинает сказываться.",,,
38019,"⚡️⚡️⚡️⚡️⚡️⚡️
Залетайте в чат скорее ‼️
🔥ПОБЕДА БУДЕТ ЗА НАМИ🔥
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
НЕ ТОЛЬКО НА ПОЛЕ БОЯ, НО И В ИНФОРМАЦИОННОМ ПОЛЕ",,,
38020,"✅Спокойной ночи друзья
✅А хохлам бессонной ночи, горите в аду 🔥",,,
38021,"⚠️**Мопеды устроили Джихад в Николаеве **🔥🔥🔥**

Новые патрии мопедов не прекращают прибывать.

💤говорят что ублюдок Ким проглотил свой айкос 😂**",,,
38022,"Рахмон – Путину- Мы хотим, чтобы нас уважали!!!

Почитал в комментариях, и увидел выступление(спасибо Jane), прочитайте текст, к которому прикреплено это видео, потом посмотрите это выступление.

Просто базовая информация, мы всем должны по-видимому, Рахмон не понимает что сейчас не Советский Союз, видать поманили из Америки шекелями, смотрит, на фронте тяжело, и тут показал нутро. Вот и все наши товарищи и друзья. После СВО пора отпускать в свободное плавание этих обиженных союзничков. Они понимают только силу, увы.",,,
38023,"**Мне порой кажется, что вокруг наших границ скапливаются куча недоразвитых стран с комплексом «младшего брата».**

**Вот серьёзно, есть ли мощные страны после развала СССР? Которые реально показали развитие и могущество за 30 лет? Их попросту нет, все они стали какими-то попрошайками которым мы помогаем, либо сателлитами Запада на дотациях.**

**При любом раскладе мы плохие в их глазах, поможем - плохие, не поможем - плохие. Я просто поражаюсь, как они умудряются предавать нас при любой выгодной ситуации. Миллионы людей, которые нас ненавидят, но при этом ходят за нами с протянутой рукой.**

**Я очень надеюсь, что после этой военной операции, окинув взглядом всех наших псевдосоюзников в тяжёлые для нас времена, мы наконец перестанем стараться быть хорошими для всех, и начнём улучшать только НАШУ страну Россию **🔥**. Хватит тянуть бремя прошлого, надо идти в будущее.**",,,
38024,"✅‼️✅На Херсонском направлении при сегодняшнем наступлении хохлят наши ребята взяли в плен офицеров и ещё, наступление провалилось полностью, полностью!!! 

💤Хохлы ебало на проверку",,,
38025,"‼️В сегодняшнем вечернем обращении пидарас Зеленский рассказал, что ""__за месяц украинские военные сбили более двухсот дронов ""Shahed"" и многие десятки российских ракет. В частности, только сегодня и только на киевском направлении уничтожили десять дронов__"". 

💤**Даже непонятно, куда после всех этих успехов съеблось 40% украинской электрогенерации. Ааа, они их ебальниками своим сбивали**🤙",,,
38026,"⚡️**Стратегический нефтяной резерв США опустошен почти наполовину, заявил Байден.

**При этом он сообщил о высвобождении 15 млн баррелей из резерва и отметил, что восполнять запасы планируется, когда цена упадет до 70 долларов за баррель.",,,
38027,"🔥🚀Кулеба иностранных дел встречается с греческим министром. Антураж — офигенен. Так и надо, твари. Чтоб вы нос свой из вонючих подвалов не высовывали.",,,
38028,"🇩🇪🇷🇺🇺🇦 Судя по упавшим обломкам в Киеве, для отражения ракетной атаки ВСУ применили комплексы **IRIS-T.**

На прошлой неделе мы [опубликовали](https://t.me/rybar/40064) съемки идущей из Германии в сторону Украины колонны, в составе которой было [как минимум](https://t.me/rybar/40110) две пусковые установки IRIS-T-SLM.

Несколько источников сообщили, что переброшенные комплексы разместили в Одессе. Однако в конечном итоге они отправились прикрывать воздушное пространство над столицей.

Как мы ранее писали, для западных государств Украина является идеальным испытательным полигоном для своего нового вооружения. Наличие у ВСУ комплексов IRIS-T позволит немцам проверить эффективность своих ЗРК в боевых условиях.

💤Свинарник теперь полигон для всего мира. Да и хуй с ними с хохлами. Надо ядерный полигон им устроить в конечном итоге!",,,
38029,"‼️Рекламу с призывом отомстить России крутят в Эстонии

Она отсылает людей на сайт ""Отомстить России за"", который предлагает купить за 500 долларов и выше надпись на снаряд, который впоследствии отправится на головы русским.

Разумеется, никто его не блокирует, транслировать подобное никто не мешает.",,,
