Index,Post,Trans,Label,Type
44001,"**🇺🇦Глава Бугаевского района (Харьковская обл.) Андрей Ровчак **из хозяина фермы превратился в олигарха местного разлива за счет того, что стал финансировать националистические вооруженные формирования🏴‍☠️.
__Ровчак организовал закупку для националистов продуктов, медикаментов, элементов экипировки, проведение концертов и прочих развлекательных мероприятий.
__В результате своей деятельности ему удалось запугать население всего района, которое помимо этого попало в глубокую финансовую зависимость. Ровчак стал монополистом. Он выкупил все предприятия и магазины, фактически прибрав власть над районом в свои руки.

[продолжение ниже👇🏻](https://t.me/razved_dozor/204)",,,
44002,"**❗️Информация для жителей и военнослужащих Украины:

**• Если мирный житель, Вы можете прислать нам **на гарантиях полной анонимности** информацию о местонахождении (как можно подробнее) и передвижении ВСУ, нацбатальонов и ТрО, а также иную информацию! 

Если рядом с указанном Вами месте ВСУ, имеются **мирные жители**, просьба уведомить **на каком расстоянии они находятся от военных**, чтобы обеспечить безопасность гражданских лиц. Самим после передачи нам данных, лучше укрыть себя и своих близких.

Вся информация будет напрямую **доведена до Вооружённых сил России** на гарантиях полной анонимности!!!

• Если Вы **военнослужащий Украины **и хотите **сложить оружие**, можете связаться с нами и мы Вам обеспечим **мирный переход** в безопастное место, а после окончания боевых действий, **без уголовного преследования** **передадим домой **к родным и близким.

📍**Связаться с нами анонимно — ****@RSOTM_Z2_BOT****
**__(если Вам не поступил ответ, продублируйте сообщение через 2 часа, после окончания диалога, собираясь выйти на улицу, сотрите переписку)__",,,
44003,"❗️Z-колонна заходит в Мариуполь, через Мангуш.",,,
44004,"⚡️**Над Киевом и пригородами фиксируются пуски ракет ПВО
**t.me/RVvoenkor",,,
44005,"⚡️🇺🇦🇫🇷 Во Франции в армии предупреждают офицерский состав, что иностранцы, которые уезжают на Украину, до линии фронта **не добираются**. 

Значительную часть иностранных наемников находят убитыми до этого либо их накрывают в районах сосредоточения или казармах.

В ВС Франции прямо винят в этом руководство националистических батальонов на Украине, часть из которых сливает информацию за деньги об иностранцах российской и белорусской сторонам. 

В национальных батальонах начинается масштабная охота на ведьм.
#Украина #Франция
@rybar совместно с @fifthrepublic

__*Поддержать нас: 4377 7278 0407 7977__",,,
44006,⚡️МО РФ показало уничтоженную технику ВСУ в ходе спецоперации на Украине,,,
44007,"🇷🇺🇺🇦 Бойцы Росгвардии раздают гуманитарную помощь в Купянске в Харьковской области.
#Россия #Украина #Харьков
@rybar

__*Поддержать нас: 4377 7278 0407 7977__",,,
44008,"❗️Народная милиция ДНР успешно завершает зачистку г.Волноваха. Большая часть украинских сил уже сложила оружие, сопротивление продолжают группы украинских националистов. 

Бойцы НМ ДНР сбросили украинский флаг и водрузили флаг ДНР на одном из административных зданий города которое использовалось противником в качестве штаба.

@warjournaltg",,,
44009,"В ДНР средствами ПВО сбита еще одна ""Точка-У"".
Также сообщается о сильном взрыве в Луганске.",,,
44010,"🇷🇺🇸🇾 Тем временем в Сирии российскими военными специалистами продолжается подготовка солдат ВС САР.

Очередные многодневные учения прошли в провинции Деръа. Сирийские военнослужащие отработали упражнения по стрелковой подготовке, стрельбе из РПГ и тактические действия в составе группы.

[Видео](https://youtu.be/0DjPzOWBl_U) с учений сирийского медиактивиста.

@warjournaltg",,,
44011,"🇷🇺🇸🇾 Группировка ВС России в Сирийской Арабской Республике передает очередной привет сослуживцам, участвующим в специальной военной операции на Украине. 

@warjournaltg",,,
44012,"8 марта совместными усилиями подразделений ПВО и РЭБ Народной милиции ЛНР был обнаружен и принудительно посажен украинский разведывательный БПЛА ""Лелека-100"", осуществлявший корректировку РСЗО БМ-21 ""Град"", наносивших артиллерийские удары по н.п Нижнее Лозовое.

@warjournaltg",,,
