Index,Post,Trans,Label,Type
22001,"Пока наша группа была без связи мой ТГ-канал @epoddubny и канал Саши Коца @sashakots взломали через CrosserBot. Недобитки из ЦИПсО ССО Украины продолжают работать. Хлопцы старайтесь лучше. Как в последний раз. Хотя, почему как? 

Работа канала восстановлена. Наша группа в Киевской области. Ждите новых материалов. 

@epoddubny",,,
22002,"Евгений Пригожин: 
""Оказывается, дед канцлера Германии Олафа Шольца был генерал-лейтенантом войск СС и лично участвовал в казнях евреев на территориях Польши и нынешней Украины. 
Ближайший предок Министра финансов Германии Кристиана Линднера, генерал вермахта, принимал участие в операции по блокаде Ленинграда. 
Дед Министра здравоохранения ФРГ руководил Гитлерюгендом и отправлял детей на войну.""",,,
22003,"Похоже, СВР [поделилась](https://www.interfax.ru/russia/826642) с журналистами подробностями ядерной программы Украины. Это интересно. Делается вывод, что Киев уже два десятка лет формировал базу для создания собственного ядерного оружия. Процесс ускорился после негласного распоряжения Порошенко в 2014 году. Ключевым игроком в разработках стал «Харьковский физико-технологический институт». Для исследований даже использовали Чернобыльскую АЭС.

Эти подробности возвращают нас к теме «[ядерного контекста](https://t.me/polittemnik/8350)» спецоперации России. И повышают степень потенциальной угрозы для нашей страны со стороны Украины.",,,
22004,"**Брошено все, что было ""нажито непосильным трудом"": российские войска взяли под контроль военную базу вооруженных сил Украины в Херсонской области**. Украинцы даже не пытались защищать объект, просто бросили все и сбежали. Теперь все имущество базы нужно осмотреть, изучить, описать и все, что может пригодиться – эвакуировать. Кадры с базы показал Антон Степаненко.

[Смотрим все новости о специальной военной операции по защите ДНР и ЛНР](https://smotrim.ru/theme/2368?utm_source=smm&utm_medium=vgtrk&utm_campaign=r24) и слушаем радио [Вести FM
](https://t.me/vestifmplus)@vestiru24",,,
22005,"Российские истребители сбили два вертолёта Ми-8 ВСУ в районе Киева, а также 6 БПЛА, включая Bayraktar TB2.
/Минобороны РФ/
#Украина

@new_militarycolumnist",,,
22006,"**Фейк**: Российские войска сбрасывают на Мариуполь бомбы, препятствуют эвакуации людей и начинают обстрел во время режима тишины. «Чудом не пострадали люди, но пострадала техника. Нам нужны гарантии безопасности. 6 дней идут обстрелы. Мы со своей стороны делаем все необходимое», - процитировал мэра Мариуполя Вадима Бойченко украинский телеграм-канал. 

**Правда**: На самом деле российская сторона согласовала с Киевом гуманитарные коридоры для жителей Мариуполя и Волновахи и в субботу в 10:00 по московскому времени [начала режим тишины](https://tass.ru/armiya-i-opk/13976985). Его соблюдение контролируют сотрудники международного «Красного креста». В Мариуполе в качестве гуманитарного коридора выбран маршрут Мариуполь–Никольское–Розовка Пологи–Орехов–Запорожье. Но украинские националисты, контролирующие Мариуполь, [не позволили](https://t.me/RtrDonetsk/2902) мирному населению покинуть город. По организованному гуманитарному коридору не вышел ни один человек, хотя бывали случаи, когда люди на свой страх и риск прорывались через кордоны нацистов.",,,
22007,"Пленный ""азовец"", его видео с признаниями, а также переписка и весёлые фото.",,,
22008,"❗️❗️❗️**CРОЧНО, НУЖНА ПОМОЩЬ

**В Киеве местные нацисты поймали и **жестоко пытают известного украинского спортсмена,** бойца ММА, **Максима Рындовского**. Вся его вина в том, что он тренировался с чеченским клубом ""Ахмат"" и выступал за мир на Донбассе.

**Просим максимальный репост, особенно среди зарубежной аудитории! Это может спаси ему жизнь, нужна незамедлительная реакция!**",,,
22009,"Украинская ""элита"" счастливо прорывается к границе, чтобы драпануть за рубеж. Смердов мешающих бегству, отгоняют.",,,
22010,"А чего в Польшу то? Давайте уж в Вашингтон. По телефону то воевать какая разница откуда. 

@epoddubny

https://t.me/bbbreaking/118249",,,
22011,"[​​](https://telegra.ph/file/963277831bc2758fac64c.jpg)- Воха, а война закончится - кем станешь? 

Мы сидели в Седово на берегу Азовского моря, ели шашлыки, салат из помидоров с красным луком… По нашей просьбе тогда еще замкомбата «Спарты» Владимир Жона, позывной «Воха», в тот день помог вывезти из прифронтовой Саханки девочку с пороком сердца. А вместе с ней - и других жителей села, которые из-за постоянных артударов и простреливаемой насквозь дороги не могли вырваться в безопасное место. Просто выделил «Урал» и бойцов в охранение.

- Да не верю я, что она кончится. Может гонщиком буду, - ответил он мне.

Скорость и машины он любил. Он и в родном Славянске в легендарном подразделении Моторолы поначалу на своей машине развозил боеприпасы по позициям. Потом стал водителем командира «Спарты», потом его правой рукой, глазами в бою, заместителем… Он же возглавил разведбат после гибели командира, друга и брата.

Колкий юмор, цепкий взгляд, настоящая военная удаль, когда в бой окунаешься с головой. И не выходишь из него даже после ранения в голову, как в донецком аэропорту. Каноничный образ русского воина…

Сегодня он снова, как тогда, в Саханке,  спасал гражданских в Волновахе. И пожертвовал ради них своей жизнью, встав в строй Бессмертного полка. Рядом со своим командиром.

PS Воха 8 лет сражался за Россию и не задумываясь отдал за нее жизнь. Владимир Жога - гражданин России, и он заслуживает высшего звания нашей страны. И Золотой Звезды Героя Российской Федерации.

(Фото Вити Гусейнова)

@sashakots",,,
22012,"Фильм о том, почему все происходит именно так.
И почему Украину тянули в НАТО, готовили к броску на Донбасс.

Почему её обязательно кинут, и для чего англо-саксам нужно разорвать связи России и Европы. 
Зачем в 1918 году корпус Малессона вошёл в Закаспийскую область, и как англичане толкали черкесов к войне. Что общего между проектами Ичкерии и Черкесии?

Что такое смысловые узлы в современной войне и почему справедливость в нынешнем мире важнее свободы.

Как в 19 веке австрийцы хотели создать Киевское королевство, и почему Рорбах и Бжезинский считали, что Украины не должна быть с Россией.

Такой вот получился фильм. Найдите время, посмотрите завтра.
6 марта на канале ""Россия 1"" в 18.10",,,
22013,"🇺🇦ВСУ перебросили в Киев части с Западной Украины

В Киеве замечен бронетранспортер БТР-70 133-го батальона охраны оперативного командования ""Запад"".

Подразделение переброшено из города Ровно.

@anna_news",,,
22014,"**Война пришла в Россию. Информационная война.**

🔻 В соцсетях ходят слухи, что детские товары в России будут стоить дороже — рост цен составит от 30% до 300%. 

И это — **фейк**. Несколько торговых сетей действительно подняли стоимость товаров, но ФАС уже за них взялась: в ведомстве заявили, что незамедлительно примут меры.

🔻 Некоторые телеграм-каналы постят якобы сообщение от Минтруда, согласно которому в России наступает дефолт: рост безработицы, падение рубля, задержка зарплат и остановка финансирования госпрограмм. 

Но это наглая **ложь**. Минтруд никогда подобных заявлений не делал, а все пенсии и зарплаты выплачиваются вовремя.

И это — лишь малая доля тех фейков, которые гуляют по соцсетям, телеграм-каналам, и даже российским СМИ. Украинские СМИ и боты ежедневно публикуют тысячи фейков с целью навести панику в России, а многие верят в это и делятся ей. 

Чтобы научиться отличать правду от фейков, каждый житель РФ должен быть подписан на канал [АнтиФейк](https://t.me/antifakeosnova). Авторы канала проводят фактчек всего, что появляется в инфополе. 

**Читайте канал **[**АнтиФейк**](https://t.me/antifakeosnova)**, не поддавайтесь панике.**",,,
22015,"**⚡️⚡️⚡️СРОЧНО⚡️⚡️⚡️
Освобожденный офицер представительства ЛНР в СЦКК Андрей Косяк дал первое интервью**: **__""условия были жесткие, меня кинули как собаку рядом с какой-то помойной ямой и военнослужащие начали рвать меня на сувениры — сорвали погоны, повязку СЦКК"".__**",,,
22016,"Где-то на подступах к Киеву. Георгиевская лента как опознавательный знак «свой-чужой».

@sashakots",,,
22017,"❗️Сотрудники Службы безопасности Украины вместе с офицерами Национальной разведывательной организации Турции посетили север Сирии, сообщил военно-дипломатический источник РИА Новости. 

Сотрудники СБУ обсудили в Сирии возможность привлечения боевиков к событиям на Украине.
#Украина

@new_militarycolumnist",,,
22018,"Ничего особенного, просто Украина вернулась в средневековье!",,,
