Index,Post,Trans,Label,Type
48001,"Похоже, 24 августа стал черным днем для украинской артиллерии. Не из-за событий на фронте, а в тылу. Ракетным ударом уничтожены 3 больших цеха Шепетовского ремонтного завода. Цеха и до начала СВО были забиты ремонтируемой артиллерией всех видов, а сейчас можно представить, насколько они были заполнены. Думаю, пару-тройку десятков можно вычеркивать. Точное количество мы вряд ли когда-нибудь узнаем. И потеря ремотных мощностей такого уровня - тоже сильнейший удар. Завод конечно же не уничтожен, еще много работы.

reborn https://lostarmour.info/offtopic/war/",,,
48002,"DW сообщает, что по-настоящему драться за Украину готово не более 25% военнослужащих Украины (это идейные бандеровцы).

Другая четверть украинских военных, понимая некую обреченность, готовы сделать все, чтобы сбежать с поля боя (заробитчане, которые пошли за шерстью).

Ещё 25% военнослужащих, мобилизованных в основном в восточных районах страны, даже симпатизируют России, и при случае готовы перейти на сторону противника (мобики, т.е. мобилизованные насильно, как мы в 2014).

Оставшаяся часть украинской армии абсолютно пассивна и готова сдаться противнику, только чтобы выжить (кастрюли, у которых идея улетучилась).

@OpenUkraine",,,
48003,"**Обстановка на Харьковском направлении 
**__по состоянию на 20.00 26 августа 2022 года

▪️__ Видимых изменений линии фронта нет, позиционные бои идут в окрестностях П**еремоги**, западнее **Уды** и **Веселого**.

▪️ В район **Питомника** для поддержки оборонительных рубежей ВСУ переброшены несколько единиц бронетехники. 

▪️ Обе стороны продолжают попытки выявить и нанести удар по расположениям живой силы и техники в населенных пунктах на линии боевого соприкосновения. 

У **Русской Лозовой**, **Слатино** и **Старого Салтова** регулярно работают украинские БЛА RQ-20 Puma, данные с которых идут в ситуационный центр в Харькове.

▪️ Российские ракетные войска и артиллерия интенсивно нанесли удары по расположению военнослужащих ВСУ в населённых пунктах **Дергачи**, **Чугуев**, **Богодухов**, **Лебяжье**, **Мосьпаново**, **Гусаровка**, **Перемога**, **Борщевая**, **Слатино**, **Сосновка**, **Норцовка**, **Дмитровка**, **Мазановка.

**[**Карта в большом разрешении

**](https://i.ibb.co/8xQC8xb/26-08-RUS.jpg)**Foreign versions of Kharkov direction map: **[**DE**](https://i.ibb.co/5LZJwHt/26-08-DE.jpg)** | **[**EN | ES | FR | IT

**](https://i.ibb.co/fF69TQc/26-08-IT.jpg)#дайджест #карта #Россия #Украина #Харьков

Источник: [@rybar](https://t.me/rybar/37770)",,,
48004,"в каком-то смысле остатки украинских боевиков всё еще остаются в посёлке Пески.
Кстати, кроссовки ""TALAN"" реально крепкие. так сказать, опознай хохла по таланам @chub_detection",,,
48005,"Свежий военнопленный.
Попался в районе Марьинки бойцам 5-й бригаде. Пока добирался до наших позиций, его свои подстрелили.",,,
48006,"Денацификация неизбежна. 26 августа на Изюмском направлении российскими войсками уничтожены бандеровцы из националистического батальона  «Карпатская Сечь» Роман Сунак, позывной ""Залужный"" и Роман Левченко, позывной ""Лева"".",,,
48007,"Украинские источники сообщают, что в начале августа в районе населенного пункта Сироты Луганской Народной Республики российскими войсками уничтожен заместитель командующего оперативно-тактической группировкой  ""Cевер"" ВСУ полковник Ярослав Пистун.",,,
48008,"**Coca-Cola теперь «Добрый кола» — именно под таким названием напиток будет продаваться в России

**Российское подразделение компании Coca-Cola будет выпускать напиток под брендом «Добрый кола» и переименуется в Multon Partner, рассказал основатель сети «Теремок» Михаил Гончаров. Этому производителю также принадлежат бренды «Добрый», «Богатый» и «Моя семья».

__«Мы получили уведомление от Coca-Cola о том, что напиток теперь будет ""Добрый кола"" называться, тот, который ранее был Coca-Cola. Мы попробуем его продавать»__, — сообщил Михаил Гончаров.

Бизнесмен предположил, что продажи «Добрый кола» будут строиться на известности сока «Добрый».",,,
48009,"**Латвийские строители отказываются сносить советские памятники

**В Латвии рабочие отказываются сносить памятники советским солдатам, сообщает председатель Балвской краевой думы Сергей Максимов. Мемориал, посвященный партизанам Красной армии, подлежит демонтажу и переносу в музей, но рабочие противостоят решению властей и не трогают памятник.

__«Либо они боятся уголовных дел, которые может возбудить Российская Федерация, либо понимают, что перенос и снос этого памятника в обществе неоднозначны. Возможно, они не хотят навредить своим жителям на своей территории»__, — заявил Максимов.

Власти оценили снос памятника в €15 тысяч, но строители из других краев запросили сумму в четыре раза больше, а местные и вовсе отказались выполнять работу.

В Латвии также избежал сноса памятник партизанам в Алуксненском крае — власти планировали снести монумент, но кто-то решил спасти его от разрушения и просто [спрятал](https://t.me/readovkanews/40804) в неизвестном месте.",,,
48010,"**Минимум четыре человека, в том числе ребенок, погибли из-за удара ВСУ по поселку Куйбышево в Запорожской области 

**Представитель администрации Запорожской области Владимир Рогов сообщил, что по меньшей мере четыре человека, в том числе ребенок, погибли из-за удара украинских войск по поселку Куйбышево. Очевидцы говорят, что взрывов было не менее шести. 

Огонь вели из американской РСЗО HIMARS, в результате обстрела было разрушено несколько пятиэтажек — у одного из домов полностью уничтожен последний этаж.",,,
